iter	Passed	Remaining
0	144	143879
1	147	73643
2	151	50239
3	155	38630
4	158	31547
5	162	26879
6	166	23558
7	169	21061
8	173	19093
9	176	17505
10	180	16220
11	183	15118
12	186	14193
13	190	13415
14	193	12738
15	197	12140
16	201	11629
17	204	11165
18	207	10736
19	211	10377
20	215	10040
21	219	9748
22	222	9467
23	226	9210
24	230	8979
25	233	8762
26	237	8560
27	241	8396
28	246	8237
29	250	8092
30	254	7943
31	258	7804
32	261	7662
33	265	7529
34	268	7402
35	272	7286
36	275	7177
37	279	7075
38	283	6974
39	286	6880
40	290	6789
41	293	6689
42	296	6603
43	300	6522
44	303	6441
45	307	6368
46	310	6298
47	314	6230
48	317	6163
49	320	6098
50	323	6013
51	327	5963
52	330	5913
53	334	5862
54	337	5806
55	341	5752
56	344	5705
57	348	5658
58	351	5610
59	355	5571
60	359	5537
61	363	5497
62	366	5457
63	370	5417
64	374	5383
65	377	5344
66	381	5306
67	384	5272
68	388	5238
69	391	5204
70	395	5172
71	398	5138
72	402	5112
73	406	5084
74	409	5054
75	413	5029
76	417	5004
77	421	4978
78	424	4951
79	428	4924
80	432	4903
81	435	4879
82	439	4854
83	443	4832
84	446	4806
85	449	4782
86	453	4757
87	456	4733
88	460	4713
89	464	4694
90	467	4672
91	471	4654
92	475	4633
93	478	4612
94	482	4592
95	485	4573
96	489	4556
97	493	4538
98	496	4519
99	500	4503
100	504	4487
101	508	4473
102	511	4458
103	515	4441
104	519	4425
105	522	4409
106	526	4393
107	530	4378
108	533	4362
109	537	4347
110	540	4332
111	544	4315
112	548	4302
113	551	4287
114	555	4271
115	559	4260
116	562	4244
117	565	4229
118	569	4218
119	573	4208
120	578	4201
121	582	4195
122	587	4188
123	591	4176
124	594	4163
125	598	4150
126	602	4142
127	606	4131
128	610	4119
129	614	4109
130	617	4097
131	621	4085
132	625	4076
133	629	4065
134	632	4052
135	636	4044
136	640	4036
137	644	4025
138	648	4015
139	651	4004
140	655	3996
141	659	3985
142	663	3975
143	666	3964
144	670	3952
145	674	3945
146	676	3926
147	680	3916
148	684	3907
149	687	3896
150	691	3887
151	694	3877
152	698	3867
153	702	3856
154	705	3845
155	709	3836
156	713	3830
157	717	3820
158	720	3811
159	724	3803
160	727	3793
161	731	3784
162	735	3776
163	739	3767
164	742	3758
165	746	3749
166	749	3739
167	753	3730
168	756	3722
169	760	3712
170	764	3704
171	767	3695
172	771	3687
173	775	3679
174	778	3671
175	782	3662
176	786	3655
177	789	3647
178	793	3639
179	797	3631
180	801	3624
181	804	3616
182	808	3609
183	812	3602
184	816	3595
185	819	3587
186	823	3580
187	827	3573
188	830	3565
189	834	3558
190	838	3551
191	842	3544
192	845	3536
193	850	3531
194	853	3524
195	857	3517
196	861	3509
197	864	3502
198	868	3494
199	871	3487
200	875	3480
201	879	3473
202	881	3461
203	885	3453
204	888	3446
205	892	3439
206	896	3432
207	899	3425
208	903	3418
209	907	3413
210	910	3406
211	914	3399
212	918	3392
213	922	3387
214	926	3381
215	929	3374
216	933	3367
217	937	3361
218	940	3354
219	944	3348
220	948	3341
221	951	3335
222	955	3328
223	958	3322
224	962	3314
225	965	3308
226	969	3302
227	973	3296
228	975	3285
229	979	3279
230	982	3270
231	986	3264
232	989	3257
233	993	3251
234	996	3245
235	1001	3240
236	1004	3235
237	1008	3228
238	1012	3223
239	1015	3216
240	1019	3210
241	1022	3204
242	1026	3197
243	1030	3191
244	1033	3186
245	1037	3179
246	1041	3174
247	1044	3168
248	1048	3161
249	1052	3156
250	1055	3150
251	1059	3146
252	1063	3140
253	1067	3134
254	1071	3129
255	1075	3124
256	1078	3118
257	1082	3112
258	1085	3106
259	1089	3100
260	1093	3096
261	1097	3091
262	1101	3086
263	1105	3081
264	1109	3077
265	1113	3072
266	1116	3066
267	1120	3060
268	1123	3054
269	1127	3049
270	1131	3043
271	1135	3038
272	1138	3032
273	1142	3027
274	1146	3021
275	1149	3016
276	1154	3013
277	1158	3008
278	1162	3003
279	1166	2999
280	1170	2993
281	1173	2988
282	1177	2983
283	1181	2978
284	1185	2973
285	1189	2968
286	1193	2963
287	1197	2959
288	1200	2954
289	1204	2948
290	1209	2945
291	1213	2942
292	1217	2938
293	1221	2933
294	1225	2928
295	1229	2923
296	1233	2918
297	1236	2913
298	1240	2907
299	1244	2903
300	1247	2897
301	1251	2892
302	1255	2887
303	1259	2882
304	1262	2877
305	1266	2872
306	1270	2867
307	1274	2862
308	1277	2857
309	1281	2853
310	1285	2848
311	1289	2843
312	1293	2838
313	1296	2832
314	1300	2827
315	1303	2822
316	1307	2817
317	1311	2813
318	1315	2808
319	1319	2803
320	1322	2797
321	1326	2792
322	1329	2787
323	1333	2782
324	1337	2777
325	1340	2771
326	1344	2767
327	1347	2761
328	1351	2756
329	1355	2751
330	1359	2747
331	1363	2743
332	1366	2737
333	1370	2732
334	1374	2728
335	1377	2722
336	1381	2718
337	1385	2713
338	1388	2708
339	1392	2703
340	1395	2697
341	1399	2692
342	1403	2688
343	1407	2683
344	1410	2678
345	1414	2673
346	1418	2668
347	1421	2664
348	1425	2658
349	1429	2654
350	1432	2649
351	1436	2644
352	1440	2640
353	1444	2635
354	1448	2631
355	1451	2626
356	1455	2621
357	1458	2616
358	1462	2611
359	1466	2606
360	1470	2602
361	1473	2597
362	1477	2593
363	1482	2589
364	1486	2586
365	1491	2583
366	1496	2580
367	1500	2577
368	1505	2574
369	1509	2570
370	1514	2567
371	1518	2564
372	1522	2559
373	1527	2556
374	1531	2552
375	1536	2549
376	1540	2546
377	1545	2542
378	1551	2542
379	1556	2539
380	1561	2536
381	1566	2533
382	1570	2530
383	1575	2527
384	1580	2525
385	1585	2522
386	1590	2518
387	1594	2515
388	1598	2511
389	1603	2507
390	1608	2505
391	1613	2502
392	1617	2498
393	1622	2495
394	1626	2490
395	1629	2485
396	1633	2481
397	1637	2476
398	1641	2472
399	1644	2466
400	1648	2461
401	1652	2457
402	1656	2453
