USER_NUM,MOVIE_NUM,watch_time(min),watch_day,watch_seq
160,7592,70,20210317,1
160,7592,8,20210317,2
160,7758,27,20210318,1
160,7758,28,20210319,1
160,7758,65,20210320,1
160,7758,13,20210320,2
162,6654,91,20210315,1
162,6654,1,20210315,2
162,14250,4,20210316,1
162,4248,78,20210316,2
162,10253,154,20210404,1
167,7431,47,20210301,1
167,10200,92,20210301,2
167,13417,134,20210301,3
167,12142,78,20210313,1
167,2198,90,20210315,1
170,7941,50,20210306,1
170,9909,1,20210310,1
170,7941,2,20210310,2
170,9909,124,20210310,3
170,9909,98,20210311,1
170,7459,28,20210311,2
170,4530,1,20210311,3
170,10068,100,20210314,1
170,7941,58,20210317,1
170,7459,57,20210318,1
174,6288,28,20210314,1
174,5308,73,20210314,2
174,13893,2,20210331,1
175,5220,146,20210326,1
175,5445,23,20210326,2
175,5220,1,20210326,3
175,6654,38,20210328,1
175,5445,48,20210328,2
175,6654,62,20210329,1
175,3042,96,20210330,1
175,13893,2,20210330,2
184,7211,3,20210308,1
184,13643,1,20210308,2
184,5298,100,20210308,3
184,9302,1,20210308,4
184,5298,3,20210308,5
184,7301,2,20210310,1
184,12378,7,20210310,2
184,13186,9,20210310,3
184,14407,2,20210310,4
184,5991,5,20210310,5
184,12823,4,20210310,6
184,2198,1,20210312,1
184,1900,13,20210317,1
184,5038,9,20210317,2
186,734,43,20210316,1
186,734,2,20210316,2
186,734,20,20210316,3
186,14452,148,20210318,1
186,1372,1,20210319,1
186,1372,23,20210319,2
186,9909,8,20210325,1
186,13656,139,20210327,1
186,2473,32,20210327,2
186,2473,117,20210328,1
186,2473,22,20210328,2
186,9416,69,20210330,1
186,9416,69,20210331,1
186,9909,1,20210331,2
186,9909,118,20210401,1
186,9909,63,20210401,2
186,10857,76,20210403,1
186,10857,102,20210403,2
194,7340,94,20210305,1
194,7628,120,20210308,1
194,10997,1,20210309,1
194,10997,166,20210309,2
194,7340,1,20210309,3
194,11819,1,20210315,1
194,4216,169,20210316,1
194,4216,1,20210316,2
194,13215,115,20210319,1
194,1494,103,20210323,1
194,1494,50,20210323,2
194,10508,132,20210324,1
194,8965,1,20210326,1
196,12484,2,20210307,1
196,11132,1,20210307,2
196,10167,30,20210307,3
196,14134,1,20210318,1
196,14134,37,20210318,2
196,4915,21,20210320,1
196,4216,1,20210321,1
196,12484,2,20210321,2
196,13893,139,20210321,3
197,13092,97,20210306,1
197,11240,70,20210308,1
197,13352,55,20210316,1
197,13352,47,20210316,2
198,12102,2,20210317,1
198,12102,29,20210318,1
198,12102,69,20210318,2
198,12102,9,20210319,1
201,5220,1,20210320,1
204,7459,47,20210320,1
207,5184,37,20210319,1
207,5184,74,20210319,2
207,10894,110,20210401,1
207,1900,112,20210402,1
212,192,131,20210321,1
212,192,1,20210321,2
212,5797,112,20210327,1
212,454,1,20210327,2
212,10508,24,20210328,1
212,8649,2,20210328,2
212,5466,16,20210403,1
212,10365,33,20210403,2
212,2849,1,20210403,3
214,10238,1,20210320,1
214,5220,2,20210320,2
214,5220,149,20210320,3
214,2198,1,20210321,1
214,7340,1,20210327,1
218,10224,123,20210319,1
218,7943,131,20210401,1
220,12215,89,20210305,1
220,5654,1,20210311,1
220,420,96,20210313,1
222,5282,1,20210313,1
222,5282,1,20210316,1
222,4003,66,20210316,2
222,5184,122,20210327,1
222,3893,32,20210327,2
222,2824,76,20210329,1
222,2824,62,20210329,2
224,8599,54,20210305,1
224,5038,36,20210311,1
224,13215,32,20210319,1
224,255,66,20210323,1
225,4278,1,20210310,1
225,9859,1,20210321,1
225,6524,19,20210327,1
225,6524,1,20210327,2
225,6654,1,20210327,3
226,11132,1,20210302,1
226,2198,25,20210306,1
226,2198,16,20210307,1
226,2471,1,20210309,1
226,2471,88,20210309,2
226,2471,35,20210309,3
226,6654,1,20210313,1
226,14134,1,20210313,2
226,3998,1,20210320,1
227,7211,200,20210304,1
227,7211,44,20210305,1
227,8536,39,20210310,1
227,4792,2,20210310,2
227,3667,29,20210311,1
227,10508,5,20210316,1
227,4201,26,20210316,2
227,1900,53,20210318,1
228,12918,88,20210314,1
228,14584,25,20210323,1
228,10828,122,20210328,1
228,10365,102,20210329,1
228,10365,43,20210330,1
228,2256,41,20210401,1
231,8584,124,20210313,1
231,2404,42,20210313,2
231,8584,111,20210313,3
231,8584,80,20210313,4
231,2404,17,20210313,5
231,6279,5,20210325,1
231,5557,112,20210325,2
234,7321,1,20210306,1
234,3744,1,20210307,1
234,7001,1,20210314,1
234,14250,93,20210319,1
234,14250,1,20210319,2
234,11679,89,20210320,1
234,458,1,20210321,1
234,8171,1,20210327,1
235,151,100,20210313,1
235,9909,2,20210319,1
235,3082,162,20210319,2
235,9909,1,20210319,3
235,5877,116,20210327,1
235,6714,1,20210327,2
239,9227,114,20210322,1
239,12690,95,20210322,2
239,12690,18,20210323,1
239,9227,120,20210323,2
239,2835,123,20210323,3
239,13893,200,20210329,1
239,13893,200,20210330,1
239,7020,26,20210331,1
240,9651,31,20210306,1
240,9651,1,20210306,2
240,13994,5,20210307,1
242,13215,116,20210319,1
242,1494,30,20210319,2
242,2943,20,20210320,1
242,1494,113,20210320,2
242,2943,161,20210322,1
242,5184,110,20210328,1
249,7020,1,20210315,1
249,7340,1,20210315,2
251,13910,128,20210320,1
251,2198,90,20210320,2
251,3255,91,20210320,3
253,7151,1,20210302,1
253,7151,38,20210302,2
253,1185,16,20210307,1
253,10126,97,20210307,2
253,10117,133,20210322,1
254,4278,1,20210313,1
254,4278,6,20210313,2
254,5931,99,20210315,1
254,4278,60,20210315,2
254,4278,66,20210315,3
254,5931,35,20210316,1
254,5931,43,20210318,1
255,1908,1,20210304,1
255,1908,19,20210304,2
255,1908,1,20210305,1
255,1616,143,20210312,1
255,7628,14,20210312,2
255,1616,1,20210313,1
255,5416,30,20210313,2
255,10508,30,20210318,1
255,13077,4,20210318,2
255,13077,1,20210318,3
255,4201,12,20210318,4
255,10508,100,20210321,1
256,362,2,20210313,1
256,8579,15,20210313,2
256,8579,4,20210313,3
261,5081,1,20210304,1
261,5081,30,20210304,2
261,1900,108,20210319,1
261,5184,24,20210319,2
261,6009,8,20210320,1
261,5541,67,20210323,1
261,4201,30,20210323,2
266,4391,13,20210328,1
274,8579,94,20210320,1
274,8579,1,20210320,2
274,8579,49,20210322,1
274,8579,29,20210322,2
274,8579,1,20210322,3
274,8579,164,20210322,4
274,8579,91,20210322,5
274,8579,1,20210323,1
276,14274,2,20210321,1
276,14274,3,20210401,1
277,4201,46,20210319,1
277,4201,16,20210320,1
277,4201,55,20210320,2
277,13215,1,20210321,1
283,6654,104,20210314,1
283,2198,1,20210319,1
283,3495,99,20210321,1
283,10675,100,20210321,2
283,2198,140,20210321,3
283,2949,4,20210321,4
283,10828,1,20210327,1
283,3495,1,20210328,1
283,10828,118,20210328,2
283,2901,1,20210328,3
283,1046,5,20210328,4
283,3064,106,20210328,5
283,1046,1,20210328,6
283,11405,192,20210328,7
283,309,23,20210328,8
283,3064,1,20210328,9
286,2170,1,20210319,1
286,2170,3,20210321,1
286,2170,1,20210321,2
286,2170,3,20210322,1
286,2170,1,20210322,2
286,2170,5,20210322,3
286,2170,4,20210322,4
286,2170,2,20210322,5
286,2170,20,20210322,6
286,2170,49,20210323,1
286,2170,91,20210323,2
286,2170,1,20210323,3
286,2170,53,20210324,1
286,3465,8,20210324,2
286,2170,20,20210324,3
286,2170,34,20210325,1
292,3998,17,20210330,1
292,7592,1,20210330,2
292,3998,100,20210330,3
292,3998,96,20210331,1
292,6636,104,20210403,1
292,7998,1,20210404,1
292,14371,132,20210404,2
294,5184,107,20210320,1
294,11030,89,20210321,1
294,5541,95,20210330,1
294,7013,94,20210331,1
295,2835,131,20210313,1
295,2835,27,20210313,2
295,9227,123,20210319,1
295,12690,43,20210321,1
295,5076,104,20210321,2
295,5076,26,20210321,3
295,12690,52,20210403,1
298,4351,1,20210315,1
298,10872,120,20210315,2
298,4351,95,20210316,1
298,5184,109,20210319,1
298,12693,111,20210321,1
298,7340,1,20210321,2
298,1900,102,20210322,1
298,3893,2,20210322,2
298,255,77,20210323,1
299,12722,118,20210306,1
299,12705,183,20210313,1
299,2943,133,20210318,1
299,12298,2,20210320,1
299,12530,1,20210320,2
300,12996,86,20210309,1
300,3998,114,20210309,2
302,4463,87,20210328,1
302,4463,1,20210328,2
302,3255,37,20210402,1
302,7758,74,20210403,1
302,3255,33,20210403,2
302,3333,70,20210403,3
302,3255,51,20210403,4
302,4429,62,20210405,1
303,9654,19,20210301,1
303,7628,33,20210303,1
303,9654,26,20210303,2
303,12705,21,20210303,3
303,1588,26,20210304,1
303,1908,1,20210305,1
303,1908,29,20210305,2
303,8599,107,20210306,1
303,10682,109,20210307,1
303,8536,22,20210310,1
303,8536,14,20210312,1
303,13215,26,20210316,1
303,13077,5,20210316,2
303,13077,9,20210316,3
303,4201,8,20210316,4
303,1494,74,20210317,1
313,4216,124,20210322,1
313,12851,1,20210324,1
316,9552,1,20210304,1
316,1131,37,20210307,1
319,5168,44,20210312,1
319,12448,8,20210322,1
319,10365,75,20210328,1
319,10365,48,20210328,2
320,9287,200,20210307,1
320,12705,1,20210307,2
320,1616,41,20210314,1
320,1616,23,20210314,2
320,1616,58,20210316,1
320,1616,2,20210317,1
320,1616,137,20210321,1
320,1616,36,20210321,2
320,1616,6,20210321,3
320,613,2,20210321,4
320,1616,5,20210321,5
320,613,1,20210322,1
321,13377,8,20210315,1
321,7996,31,20210315,2
321,7996,192,20210315,3
321,13477,2,20210315,4
321,7996,83,20210315,5
321,11363,2,20210323,1
321,13377,1,20210323,2
321,7996,66,20210323,3
321,7996,1,20210323,4
321,10436,17,20210324,1
321,10436,1,20210325,1
321,11363,37,20210405,1
324,6377,1,20210325,1
324,10030,93,20210326,1
324,14596,2,20210328,1
324,2170,1,20210328,2
324,2170,91,20210328,3
324,8189,114,20210329,1
324,5977,1,20210404,1
328,4792,14,20210318,1
328,987,143,20210319,1
329,5654,1,20210320,1
329,5184,108,20210320,2
329,5654,1,20210320,3
329,5081,15,20210320,4
329,8733,1,20210320,5
329,8733,12,20210320,6
329,8733,70,20210320,7
329,10978,4,20210327,1
331,12378,139,20210311,1
331,4278,1,20210311,2
331,3744,1,20210315,1
331,1667,1,20210315,2
331,4216,99,20210323,1
331,9534,68,20210323,2
331,12484,50,20210324,1
331,12690,101,20210324,2
333,5168,1,20210313,1
333,9302,1,20210313,2
333,1616,54,20210319,1
333,1616,9,20210319,2
333,1616,4,20210319,3
333,1616,18,20210320,1
334,6242,3,20210317,1
334,6242,1,20210319,1
334,6242,41,20210319,2
334,2170,1,20210320,1
334,2170,1,20210320,2
334,2170,1,20210320,3
334,2170,2,20210322,1
334,2170,5,20210323,1
334,2170,15,20210323,2
334,2170,19,20210324,1
334,11935,1,20210327,1
334,2170,15,20210327,2
334,2170,1,20210328,1
336,8579,3,20210320,1
336,8579,91,20210320,2
336,8579,1,20210320,3
337,1908,1,20210315,1
337,11656,1,20210315,2
337,13117,1,20210315,3
337,4205,1,20210315,4
337,13603,1,20210315,5
337,8599,4,20210315,6
337,12705,1,20210315,7
337,7628,1,20210315,8
337,5308,1,20210315,9
337,4182,85,20210315,10
337,192,1,20210315,11
337,1000,1,20210315,12
337,4731,1,20210315,13
337,5797,1,20210315,14
337,10365,1,20210324,1
337,12705,1,20210324,2
337,7628,1,20210324,3
337,4792,1,20210324,4
337,5184,10,20210324,5
337,5797,1,20210324,6
337,10365,1,20210325,1
337,10925,1,20210325,2
337,1494,128,20210325,3
337,12705,1,20210326,1
337,7848,1,20210326,2
337,5541,95,20210326,3
337,6009,111,20210326,4
339,10938,119,20210320,1
339,10787,61,20210320,2
339,10938,1,20210320,3
339,7734,59,20210403,1
340,2198,12,20210306,1
340,12918,1,20210306,2
340,1372,1,20210306,3
340,12484,1,20210306,4
340,13994,1,20210306,5
340,1490,1,20210306,6
340,9534,1,20210306,7
340,7592,1,20210306,8
340,1490,27,20210306,9
340,12918,10,20210306,10
340,9821,1,20210306,11
340,2198,1,20210306,12
340,4278,39,20210308,1
340,13784,107,20210310,1
340,7530,14,20210311,1
340,6654,14,20210312,1
340,3683,1,20210312,2
340,6654,1,20210312,3
340,6136,1,20210312,4
340,6654,88,20210313,1
340,6832,1,20210313,2
340,3990,1,20210314,1
340,7628,113,20210314,2
340,7628,1,20210314,3
340,8536,10,20210314,4
340,8599,113,20210314,5
340,2943,131,20210314,6
340,7628,1,20210314,7
340,2198,1,20210315,1
340,4216,146,20210321,1
349,9287,60,20210316,1
349,9287,42,20210319,1
349,9287,10,20210320,1
349,13651,29,20210330,1
352,12117,8,20210307,1
352,12215,93,20210307,2
352,465,7,20210307,3
352,12117,1,20210313,1
360,2198,45,20210313,1
361,4473,80,20210308,1
361,4473,1,20210308,2
361,12693,1,20210308,3
361,11132,78,20210308,4
361,12030,53,20210308,5
361,2198,8,20210309,1
361,6994,15,20210309,2
361,1774,38,20210310,1
361,6994,78,20210310,2
361,1774,2,20210311,1
361,1774,13,20210311,2
361,1774,2,20210315,1
361,1774,47,20210315,2
361,1774,2,20210316,1
361,1774,4,20210316,2
361,13893,122,20210321,1
361,13893,183,20210321,2
364,1899,1,20210308,1
364,6477,6,20210320,1
365,1971,156,20210313,1
365,1971,2,20210313,2
365,6743,147,20210320,1
366,14434,1,20210306,1
366,14434,167,20210306,2
366,14434,51,20210306,3
366,6637,1,20210307,1
366,6637,112,20210307,2
370,1842,46,20210314,1
370,9859,1,20210317,1
370,13215,92,20210317,2
370,1647,104,20210318,1
370,9859,102,20210319,1
370,9781,1,20210331,1
370,2943,44,20210331,2
370,2256,38,20210402,1
370,5541,95,20210402,2
370,8649,9,20210402,3
370,255,12,20210402,4
370,11306,1,20210402,5
372,1037,41,20210317,1
373,8536,6,20210320,1
373,7848,1,20210320,2
373,10651,1,20210320,3
373,8536,11,20210321,1
373,14211,3,20210325,1
374,9914,61,20210303,1
374,13326,82,20210304,1
374,13326,35,20210305,1
374,13058,31,20210306,1
374,3183,55,20210308,1
374,3183,2,20210308,2
374,3183,103,20210308,3
374,3183,70,20210309,1
374,3183,18,20210310,1
374,13656,1,20210318,1
374,9416,78,20210320,1
374,9416,1,20210320,2
374,6003,1,20210321,1
376,7592,99,20210314,1
376,611,13,20210322,1
376,8283,1,20210323,1
376,7758,88,20210323,2
376,611,2,20210328,1
377,6654,1,20210313,1
377,11674,1,20210314,1
377,14274,1,20210317,1
377,13251,1,20210319,1
377,1832,1,20210321,1
377,10828,1,20210327,1
381,9821,98,20210307,1
381,9302,103,20210307,2
381,9821,1,20210307,3
381,4278,1,20210311,1
381,3634,1,20210314,1
387,9859,1,20210317,1
387,9436,61,20210405,1
388,8536,12,20210315,1
388,5031,1,20210315,2
388,1494,128,20210327,1
390,13608,1,20210403,1
396,6169,83,20210311,1
396,611,1,20210319,1
396,611,1,20210319,2
396,1797,25,20210321,1
398,10385,3,20210316,1
398,10487,22,20210328,1
399,4278,51,20210312,1
399,7592,98,20210313,1
399,6654,103,20210314,1
401,697,134,20210308,1
401,4278,1,20210308,2
401,7628,21,20210308,3
401,4398,1,20210308,4
401,10868,150,20210308,5
401,4398,49,20210308,6
401,8713,1,20210313,1
402,13893,1,20210321,1
403,133,1,20210310,1
403,133,132,20210310,2
403,2118,131,20210313,1
403,14380,1,20210314,1
403,13658,71,20210314,2
403,13658,1,20210314,3
403,14380,1,20210314,4
403,13658,19,20210314,5
403,13658,2,20210314,6
403,11674,42,20210316,1
403,7413,134,20210320,1
403,4521,23,20210320,2
403,8795,139,20210320,3
403,3495,1,20210322,1
403,3495,7,20210322,2
403,10759,106,20210323,1
403,10759,92,20210327,1
403,10759,20,20210327,2
407,11061,1,20210306,1
407,11061,12,20210306,2
407,8106,100,20210322,1
410,2198,41,20210313,1
410,2198,50,20210314,1
410,2198,1,20210314,2
410,12484,29,20210314,3
410,13352,14,20210314,4
410,6654,107,20210322,1
416,4843,12,20210314,1
416,4878,4,20210315,1
416,210,9,20210315,2
416,9392,32,20210315,3
416,3315,4,20210315,4
416,2765,26,20210316,1
416,9392,9,20210317,1
416,14130,39,20210322,1
416,4321,15,20210322,2
416,2579,35,20210322,3
416,1680,1,20210322,4
416,13336,5,20210322,5
416,5230,17,20210322,6
416,3445,95,20210322,7
416,13758,2,20210322,8
416,8808,4,20210322,9
416,6524,3,20210323,1
416,13177,22,20210323,2
416,12045,2,20210323,3
416,3130,32,20210328,1
416,3255,3,20210328,2
416,3510,1,20210329,1
416,14398,3,20210403,1
416,869,10,20210403,2
416,9392,1,20210403,3
416,4727,23,20210403,4
416,14326,59,20210403,5
417,2198,94,20210310,1
417,11498,13,20210311,1
417,12238,104,20210311,2
417,6654,25,20210313,1
417,6654,99,20210313,2
417,14326,104,20210315,1
417,120,111,20210315,2
417,6802,87,20210316,1
417,611,13,20210316,2
417,10417,110,20210316,3
417,13942,86,20210316,4
417,7959,105,20210317,1
417,1662,141,20210317,2
417,9389,96,20210317,3
417,4740,71,20210317,4
417,7485,140,20210318,1
417,14331,124,20210322,1
417,1804,93,20210324,1
417,8624,1,20210324,2
417,7481,129,20210324,3
417,7069,182,20210327,1
417,11027,53,20210328,1
417,14489,70,20210331,1
418,14134,1,20210314,1
418,14134,79,20210314,2
418,7592,14,20210314,3
418,10308,1,20210315,1
418,4278,1,20210315,2
418,1145,1,20210315,3
418,4278,1,20210315,4
418,3495,1,20210323,1
418,7592,1,20210323,2
432,9302,94,20210305,1
432,2764,3,20210306,1
432,544,3,20210306,2
432,12693,2,20210309,1
432,9302,28,20210309,2
432,10828,1,20210314,1
435,13352,2,20210311,1
435,6755,124,20210315,1
435,5081,1,20210315,2
435,4791,114,20210329,1
439,14287,3,20210327,1
439,14287,1,20210328,1
439,4017,61,20210328,2
439,14287,88,20210328,3
439,4017,1,20210329,1
439,12759,41,20210329,2
439,12759,17,20210331,1
442,12932,89,20210327,1
442,13180,71,20210327,2
442,12648,94,20210328,1
442,12632,96,20210402,1
442,3778,50,20210402,2
442,1641,200,20210404,1
445,11538,131,20210315,1
445,11538,1,20210315,2
445,11538,29,20210316,1
445,12839,64,20210322,1
447,2170,1,20210321,1
447,2170,1,20210326,1
