USER_ID,MOVIE_ID,DURATION
47,2293,21
47,6038,1
47,8283,1
47,12043,1
47,13879,2
48,611,1
48,2198,1
48,6654,1
48,12484,1
50,559,76
50,3411,1
50,6167,135
50,7340,1
50,11934,177
50,12484,214
50,12641,36
50,14250,101
52,5218,10
52,14596,69
53,482,1
53,2738,1
53,6654,1
53,8480,1
53,8503,1
53,9534,79
53,13841,1
54,458,1
54,3478,51
54,3634,1
54,6024,1
54,7754,2
54,10828,1
54,10957,2
55,4278,2
55,6075,109
55,13893,2
55,14250,99
56,1443,88
56,4108,79
56,7938,122
56,13180,101
57,11307,91
58,2198,93
58,5843,2
58,8556,115
58,10958,63
60,2123,106
60,4946,104
60,5765,49
60,9278,125
60,13075,101
61,6271,1
61,14250,1
62,1589,4
62,5991,9
63,1494,95
63,10508,2
63,13215,10
64,2198,100
64,13404,43
66,5414,85
68,1616,2
68,1908,91
68,2943,84
69,269,4
69,987,109
69,1319,133
69,4108,12
69,5020,1
69,5085,21
69,6477,144
69,8843,7
69,10282,63
69,10294,1
69,12212,80
69,13236,70
71,8232,130
72,7286,91
72,8121,5
72,13180,29
72,13821,11
74,6994,93
75,7020,1
75,7340,1
75,12298,1
75,12300,130
75,12364,1
76,5220,147
76,6377,1
76,12364,53
76,13893,451
78,1676,136
78,4278,3
78,5797,319
78,8037,1
78,10130,11
78,11030,2
78,12705,54
79,1887,16
79,2198,288
79,2767,1
79,6094,238
79,13176,1
79,14489,92
80,1616,86
80,4201,118
80,4367,1
80,12399,90
81,1832,84
82,447,140
82,611,1
82,2198,99
82,4216,133
82,9524,131
82,10828,1
82,11132,78
82,12693,1
82,13893,200
82,14250,1
83,782,14
83,1559,16
83,1984,138
83,1999,145
83,2443,94
83,2637,18
83,3731,28
83,4642,18
83,5110,170
83,5515,2
83,5816,53
83,6252,8
83,7061,206
83,7913,200
83,9496,20
83,10311,44
83,10750,99
83,11354,120
83,12588,9
83,13384,32
83,13583,26
83,13625,134
84,7106,114
84,8970,1
84,10237,61
84,11582,101
84,12764,36
86,608,115
86,1065,1
86,1390,114
86,4804,1
86,7321,1
86,9934,112
86,13110,27
86,13584,1
86,14596,1
87,1914,1
87,4216,152
87,4248,94
87,6612,102
89,1616,1
89,1832,1
89,6847,1
89,8037,1
89,9110,1
89,9302,1
89,10526,1
89,14026,1
89,14274,1
89,14467,3
93,722,123
93,6612,99
95,255,24
95,300,17
95,3620,3
95,4201,18
95,5822,18
95,7525,4
95,12930,5
95,14407,2
96,688,108
96,1589,33
96,5038,40
96,5991,10
96,7211,133
97,458,1
97,2198,1
97,8283,1
97,12298,1
98,4216,126
98,9534,3
98,10232,1
98,11132,74
98,12438,116
98,12484,52
99,1900,108
99,5298,113
99,7874,17
99,12181,37
99,14509,116
100,912,35
100,1046,109
100,3010,137
100,4216,124
100,4278,67
100,5084,87
100,6654,59
100,7693,114
100,8760,103
100,9152,51
100,10085,89
100,11312,111
100,11369,95
100,11488,13
100,11814,95
100,13733,9
100,13938,29
100,14452,54
101,2198,94
101,8480,111
101,9497,2
101,13835,95
101,14434,2
101,14489,47
102,9328,1
102,14434,113
103,5184,31
103,5298,117
103,7941,38
103,10925,54
104,735,46
104,6654,90
105,1428,101
105,2012,90
105,5244,69
105,6096,100
106,596,110
107,7340,13
109,4364,1
109,5414,1
109,14250,1
110,987,23
110,4008,23
111,2508,69
111,10508,4
111,10978,109
113,1000,44
113,2198,17
113,6271,95
113,8693,101
113,10958,120
113,12365,99
114,3347,76
114,5520,1
114,7465,107
114,11008,18
114,11977,1
114,12746,1
116,616,3
116,1706,258
116,1791,1
116,2276,140
116,6172,177
116,7243,200
116,8556,175
116,8968,371
116,9224,2
116,10593,2
116,10655,2
116,11008,2
116,12329,62
117,2943,2
117,5038,33
117,7485,3
117,8536,59
117,13071,10
119,5184,109
119,9152,65
119,14250,102
120,5220,1
120,5991,28
120,9056,1
120,13953,24
121,120,108
121,1047,53
121,5654,104
121,6654,106
121,8480,1
121,10365,203
121,10958,2
121,14134,90
122,3674,8
122,5184,114
122,7874,24
122,12385,1
122,13209,1
124,697,162
124,4915,26
124,5184,155
124,5541,72
124,7898,240
124,8811,215
125,2133,1
125,2170,277
125,2842,1
125,5269,1
125,6216,78
125,6491,2
125,6708,97
125,8970,82
125,12378,1
125,12693,1
125,13893,1
127,1698,1
127,2198,1
127,4213,1
127,4848,1
127,5081,2
127,5636,1
127,6521,1
127,8965,1
127,11538,1
127,11604,2
127,11769,116
127,12454,7
128,2198,4
128,4560,74
128,5081,5
128,6094,26
128,6654,96
128,13471,100
129,6477,78
129,12215,1
131,10828,1
132,4033,1
132,6588,1
132,7220,79
132,9302,1
132,9859,1
132,10130,1
132,10526,1
132,14250,1
133,5184,25
133,6201,124
133,8049,19
133,9119,35
133,9670,117
133,10365,14
135,6708,1
135,6718,14
135,8536,61
135,9944,4
135,11674,1
135,14380,94
136,1588,27
136,1908,111
136,2950,88
136,7628,113
136,7898,125
139,1195,1
139,1968,3
139,2012,83
139,2170,105
139,3683,1
139,4108,80
139,5269,1
139,5388,1
139,8564,1
139,10317,1
139,14282,107
139,14287,107
139,14380,22
139,14447,107
139,14571,12
140,4530,85
140,8470,101
140,9210,102
140,14071,38
141,611,2
141,2198,99
141,3255,106
141,4216,124
141,6654,102
141,7069,97
141,7321,159
141,7758,82
141,11132,1
143,1043,211
143,1698,317
143,3211,79
143,10872,229
144,8579,133
144,11363,210
144,13606,88
144,13646,86
145,5946,3
146,2198,4
146,2943,7
146,4216,125
146,4278,1
146,5184,107
146,6782,120
146,8536,69
146,10508,5
146,13684,28
147,8645,54
147,10651,166
147,10978,109
149,3183,115
149,7996,124
149,13799,119
151,10561,98
152,1616,139
152,1900,3
152,4201,34
152,5022,13
152,5184,119
152,5541,17
152,8106,180
152,10091,3
152,10365,97
153,478,26
153,1832,1
153,2673,97
153,6654,1
153,9859,1
153,12693,1
155,1428,30
155,2461,69
155,2861,9
155,6708,1
155,8579,1
155,11363,1
155,13985,129
156,1486,4
156,2035,140
156,10259,1
156,14282,2
156,14434,1
157,3753,1
157,6049,153
157,11202,21
157,11604,114
157,11978,1
157,13608,102
159,7541,22
159,8579,276
159,12759,102
160,2198,118
160,5654,152
160,6654,133
160,7592,112
160,7758,133
160,8708,118
160,14134,137
161,1189,5
161,1900,6
161,3433,25
161,3674,5
161,5991,81
161,9715,95
162,4248,78
162,6654,92
162,10253,154
162,14250,4
167,2198,90
167,7431,47
167,10200,92
167,12142,78
167,13417,134
168,2198,134
168,7592,87
169,10628,37
170,4530,1
170,7459,85
170,7941,110
170,9909,223
170,10068,100
171,3742,149
171,4309,2
171,4485,60
171,4682,125
171,5871,159
171,5894,2
171,6094,30
171,6201,56
171,7011,124
171,8317,65
171,9640,43
171,9709,148
171,10410,2
172,6654,163
173,552,143
173,1954,111
173,2170,1
173,4216,1
173,5116,2
173,7020,1
173,9497,1
173,12298,1
173,14434,1
174,5308,73
174,6288,28
174,13893,2
175,3042,96
175,5220,147
175,5445,71
175,6654,100
175,13893,2
176,987,90
176,1588,10
176,1616,152
176,1900,109
176,4201,145
176,4791,1
176,4792,6
176,4915,8
176,6755,125
176,7848,1
176,7874,107
176,9287,134
176,10365,153
176,10508,7
176,13336,2
179,8468,138
181,1616,173
181,4792,34
181,7211,369
181,8599,144
181,9287,12
181,11656,124
181,11982,1
181,12276,5
184,1900,13
184,2198,1
184,5038,9
184,5298,103
184,5991,5
184,7211,3
184,7301,2
184,9302,1
184,12378,7
184,12823,4
184,13186,9
184,13643,1
184,14407,2
185,2508,91
185,6201,119
185,9416,53
186,734,65
186,1372,24
186,2473,171
186,9416,138
186,9909,190
186,10857,178
186,13656,139
186,14452,148
189,10828,2
189,14109,104
189,14282,45
190,1494,32
190,1616,298
190,2854,128
190,3893,94
190,12705,139
190,13215,199
191,473,59
191,4278,113
191,10508,102
191,14516,104
193,3667,5
193,7301,66
193,12705,40
194,1494,153
194,4216,170
194,7340,95
194,7628,120
194,8965,1
194,10508,132
194,10997,167
194,11819,1
194,13215,115
195,4031,3
195,4201,1
195,7301,3
195,8480,104
195,13186,1
196,4216,1
196,4915,21
196,10167,30
196,11132,1
196,12484,4
196,13893,139
196,14134,38
197,11240,70
197,13092,97
197,13352,102
198,12102,109
200,7958,1
200,10526,1
201,5220,1
202,1145,1
202,7133,60
203,6287,111
203,6755,39
204,7459,47
205,120,25
205,2198,30
205,6654,155
205,7758,82
205,11132,3
207,1900,112
207,5184,111
207,10894,110
208,1616,139
208,5031,1
208,5298,115
208,10365,139
209,2922,103
209,12300,57
209,13069,23
211,192,235
211,1616,140
211,1676,113
211,1908,113
211,2835,134
211,2874,90
211,2943,81
211,2950,94
211,3667,5
211,3674,109
211,4008,128
211,4182,70
211,4201,96
211,5038,205
211,5466,116
211,6009,26
211,6985,178
211,7121,100
211,7211,146
211,7301,38
211,7541,106
211,7590,116
211,7628,89
211,7874,42
211,8599,74
211,8649,4
211,9287,249
211,10173,95
211,10682,130
211,10909,105
211,11426,1
211,11790,134
211,12181,110
211,12621,128
211,13074,130
211,13215,192
211,13651,34
211,13736,134
212,192,132
212,454,1
212,2849,1
212,5466,16
212,5797,112
212,8649,2
212,10365,33
212,10508,24
213,465,2
213,2673,21
213,3980,3
213,7211,34
213,12987,1
214,2198,1
214,5220,151
214,7340,1
214,10238,1
216,1921,1
216,4433,2
216,5646,18
216,7220,1
216,7222,1
216,12117,7
217,1892,3
217,2137,36
217,6524,1
218,7943,131
218,10224,123
219,1900,12
219,3674,62
219,7211,117
219,8599,170
219,10365,199
220,420,96
220,5654,1
220,12215,89
222,2824,138
222,3893,32
222,4003,66
222,5184,122
222,5282,2
224,255,66
224,5038,36
224,8599,54
224,13215,32
225,4278,1
225,6524,20
225,6654,1
225,9859,1
226,2198,41
226,2471,124
226,3998,1
226,6654,1
226,11132,1
226,14134,1
227,1900,53
227,3667,29
227,4201,26
227,4792,2
227,7211,244
227,8536,39
227,10508,5
228,2256,41
228,10365,145
228,10828,122
228,12918,88
228,14584,25
229,3967,343
229,10988,152
231,2404,59
231,5557,112
231,6279,5
231,8584,315
232,1616,45
232,10068,140
232,10385,1
232,10819,1
232,10828,40
232,12930,1
232,12958,2
232,13336,55
232,13362,138
232,13877,112
233,1435,1
233,1616,35
233,5466,10
233,5541,46
233,7025,86
233,7577,72
233,10091,8
233,10167,93
233,10508,102
234,458,1
234,3744,1
234,7001,1
234,7321,1
234,8171,1
234,11679,89
234,14250,94
235,151,100
235,3082,162
235,5877,116
235,6714,1
235,9909,3
236,611,1
236,913,1
236,1047,1
236,2436,39
236,2489,1
236,3993,1
236,4003,173
236,4839,1
236,5220,1
236,5326,1
236,6708,1
236,7133,1
236,7340,1
236,7709,116
236,7938,1
236,7998,1
236,10540,1
236,11240,1
236,11742,1
236,13180,105
236,13910,1
237,6009,22
239,2835,123
239,7020,26
239,9227,234
239,12690,113
239,13893,400
240,9651,32
240,13994,5
241,99,59
241,4610,1
241,6252,3
241,6654,197
241,8576,4
241,10232,1
241,11009,1
241,12753,1
241,13741,6
242,1494,143
242,2943,181
242,5184,110
242,13215,116
244,1900,7
244,4915,76
244,12399,43
244,14043,17
245,6574,1
248,4023,119
248,7300,105
248,10783,71
249,7020,1
249,7340,1
250,1386,15
250,11132,30
251,2198,90
251,3255,91
251,13910,128
253,1185,16
253,7151,39
253,10117,133
253,10126,97
254,4278,133
254,5931,177
255,1616,144
255,1908,21
255,4201,12
255,5416,30
255,7628,14
255,10508,130
255,13077,5
256,362,2
256,8579,19
258,1372,1
258,1900,62
258,5184,115
258,8713,32
258,12448,1
258,13077,67
258,13101,19
258,13658,1
258,14529,96
259,5983,110
259,7848,1
259,8480,115
259,12181,1
259,12215,86
259,14071,27
260,5031,38
261,1900,108
261,4201,30
261,5081,31
261,5184,24
261,5541,67
261,6009,8
263,7013,95
263,8212,1
264,3255,59
264,5157,109
264,5184,107
266,4391,13
267,4178,1
267,7001,70
267,8579,104
267,10561,1
267,14282,16
267,14380,44
268,2170,112
268,10365,7
268,14380,4
269,120,120
269,611,91
269,1145,112
269,1442,231
269,1494,129
269,2198,90
269,4133,54
269,4489,3
269,6251,81
269,6654,119
269,7758,80
269,7838,37
269,7960,23
269,8333,120
269,9269,113
269,9632,1
269,10232,17
269,10508,102
269,10693,182
269,11008,111
269,14134,117
271,12705,3
272,925,1
272,2170,1
272,4865,113
272,9968,117
274,8579,430
275,2672,89
275,2922,67
275,12800,150
276,14274,5
277,4201,117
277,13215,1
278,6654,1
279,2508,78
279,4737,794
283,309,23
283,1046,6
283,2198,141
283,2901,1
283,2949,4
283,3064,107
283,3495,100
283,6654,104
283,10675,100
283,10828,119
283,11405,192
284,1133,21
284,1616,18
284,3674,4
284,4201,72
284,4688,15
284,5145,87
284,6588,11
284,7211,146
284,9287,117
284,12705,32
286,2170,288
286,3465,8
287,1900,2
287,3620,4
287,3674,98
287,4792,1
287,6524,98
287,11819,1
288,2950,7
288,3674,90
288,3893,1
288,4201,99
288,5991,6
289,2170,102
290,7391,1
291,1900,14
291,2874,1
291,3893,1
291,4031,131
291,6271,90
291,8713,55
291,10508,3
291,11260,36
291,13077,14
292,3998,213
292,6636,104
292,7592,1
292,7998,1
292,14371,132
293,869,1
293,1125,1
293,4178,1
293,6222,97
293,8438,32
294,5184,107
294,5541,95
294,7013,94
294,11030,89
295,2835,158
295,5076,130
295,9227,123
295,12690,95
297,4216,126
298,255,77
298,1900,102
298,3893,2
298,4351,96
298,5184,109
298,7340,1
298,10872,120
298,12693,111
299,2943,133
299,12298,2
299,12530,1
299,12705,183
299,12722,118
300,3998,114
300,12996,86
302,3255,121
302,3333,70
302,4429,62
302,4463,88
302,7758,74
303,1494,74
303,1588,26
303,1908,30
303,4201,8
303,7628,33
303,8536,36
303,8599,107
303,9654,45
303,10682,109
303,12705,21
303,13077,14
303,13215,26
304,169,110
304,11845,2
307,99,11
307,1063,92
307,2842,2
307,4216,120
307,6654,121
307,7321,1
307,9534,1
307,9571,11
307,10281,1
307,10282,102
307,10490,19
307,13893,1
307,14274,31
309,1494,197
309,7628,8
309,12705,21
309,13215,115
313,4216,124
313,12851,1
314,2198,76
314,6654,87
314,9534,37
315,403,9
315,1740,4
315,2473,143
315,5460,1
315,6222,49
315,6594,90
315,12851,1
316,1131,37
316,9552,1
318,2170,1
318,13893,1
319,5168,44
319,10365,123
319,12448,8
320,613,3
320,1616,308
320,9287,200
320,12705,1
321,7996,373
321,10436,18
321,11363,39
321,13377,9
321,13477,2
322,552,144
322,1616,87
322,3674,16
322,5031,119
322,5741,24
322,7211,44
322,7941,110
322,8536,4
322,10220,81
322,12181,2
322,14274,67
323,2861,145
323,11193,151
323,11819,1
324,2170,92
324,5977,1
324,6377,1
324,8189,114
324,10030,93
324,14596,2
325,6491,1
325,7559,10
325,9416,83
325,9909,157
327,834,136
327,1455,11
327,2046,14
327,4178,123
327,5946,1
327,7938,30
327,8746,64
327,11177,57
327,12819,3
327,13438,20
328,987,143
328,4792,14
329,5081,15
329,5184,108
329,5654,2
329,8733,83
329,10978,4
330,2198,85
330,12551,96
331,1667,1
331,3744,1
331,4216,99
331,4278,1
331,9534,68
331,12378,139
331,12484,50
331,12690,101
333,1616,85
333,5168,1
333,9302,1
334,2170,60
334,6242,45
334,11935,1
336,8579,95
337,192,1
337,1000,1
337,1494,128
337,1908,1
337,4182,85
337,4205,1
337,4731,1
337,4792,1
337,5184,10
337,5308,1
337,5541,95
337,5797,2
337,6009,111
337,7628,2
337,7848,1
337,8599,4
337,10365,2
337,10925,1
337,11656,1
337,12705,3
337,13117,1
337,13603,1
338,3012,3
338,12399,18
339,7734,59
339,10787,61
339,10938,120
340,1372,1
340,1490,28
340,2198,14
340,2943,131
340,3683,1
340,3990,1
340,4216,146
340,4278,39
340,6136,1
340,6654,103
340,6832,1
340,7530,14
340,7592,1
340,7628,115
340,8536,10
340,8599,113
340,9534,1
340,9821,1
340,12484,1
340,12918,11
340,13784,107
340,13994,1
341,6,1
341,1424,39
341,2198,3
341,2473,132
341,4108,12
341,4987,93
341,5971,28
341,7998,116
341,8579,1
341,8613,122
341,9018,28
341,9188,87
341,9293,111
341,9341,89
341,9416,210
341,9473,90
341,13298,94
341,13326,107
341,13608,115
341,14287,2
342,987,112
342,3495,1
342,4108,1
342,5220,2
342,5654,1
342,7628,1
342,8613,47
342,9328,1
342,9963,1
343,3674,2
343,4201,127
343,4791,129
343,6755,157
343,7848,52
349,9287,112
349,13651,29
350,2414,4
350,11758,146
352,465,7
352,12117,9
352,12215,93
353,2170,22
353,2922,1
353,4839,1
353,6377,2
353,8613,13
353,11903,212
353,13893,1266
353,14489,1
354,7321,84
354,9440,135
354,11819,99
354,11978,115
354,13658,79
355,1842,31
355,4033,1
355,4278,49
355,7628,114
355,8954,1
356,2522,68
356,9534,76
356,14134,94
357,611,45
357,865,109
357,2198,44
357,2972,127
357,4216,60
357,6654,100
357,7321,112
357,11904,109
357,13094,1
357,13698,47
358,6327,172
358,11814,129
358,13282,1
358,13352,94
359,1145,1
359,2835,1
359,5955,19
359,7472,1
359,10868,1
359,12056,1
359,13251,1
359,13893,66
360,2198,45
361,1774,108
361,2198,8
361,4473,81
361,6994,93
361,11132,78
361,12030,53
361,12693,1
361,13893,305
362,2198,95
362,6654,44
362,7894,62
362,10156,1
362,14250,200
362,14489,1
364,1899,1
364,6477,6
365,1971,158
365,6743,147
366,6637,113
366,14434,219
368,1900,108
368,4033,1
368,4792,95
368,5184,109
370,255,12
370,1647,104
370,1842,46
370,2256,38
370,2943,44
370,5541,95
370,8649,9
370,9781,1
370,9859,103
370,11306,1
370,13215,92
371,282,104
371,9434,11
372,1037,41
373,7848,1
373,8536,17
373,10651,1
373,14211,3
374,3183,248
374,6003,1
374,9416,79
374,9914,61
374,13058,31
374,13326,117
374,13656,1
376,611,15
376,7592,99
376,7758,88
376,8283,1
377,1832,1
377,6654,1
377,10828,1
377,11674,1
377,13251,1
377,14274,1
378,4201,62
378,5184,112
378,6524,1
381,3634,1
381,4278,1
381,9302,103
381,9821,99
385,2835,71
386,3154,24
386,3620,23
386,5081,121
386,13077,37
386,14589,9
387,9436,61
387,9859,1
388,1494,128
388,5031,1
388,8536,12
389,2328,49
389,3255,23
389,4453,3
389,5414,135
389,10091,5
390,13608,1
392,458,1
392,1126,1
392,2198,12
392,6636,2
392,7464,2
392,8189,2
392,8579,1
392,9909,28
392,12120,5
392,12897,204
392,14478,3
393,120,135
393,5982,132
393,7592,110
393,12484,98
393,14065,47
396,611,2
396,1797,25
396,6169,83
397,987,17
397,1616,130
397,8536,8
398,10385,3
398,10487,22
399,4278,51
399,6654,103
399,7592,98
400,757,2
400,1616,140
400,2943,134
400,5022,183
400,7211,18
400,7848,41
400,11134,124
400,11656,11
400,12544,132
400,12705,126
400,13117,1
401,697,134
401,4278,1
401,4398,50
401,7628,21
401,8713,1
401,10868,150
402,13893,1
403,133,133
403,2118,131
403,3495,8
403,4521,23
403,7413,134
403,8795,139
403,10759,218
403,11674,42
403,13658,93
403,14380,2
406,579,1
406,2170,1
406,3674,79
406,4278,22
406,5184,17
406,5326,1
406,5654,1
406,11132,1
406,14509,115
407,8106,100
407,11061,13
408,1494,130
408,5541,57
408,8106,171
408,10487,54
408,10508,101
408,13215,8
408,13437,157
410,2198,92
410,6654,107
410,12484,29
410,13352,14
416,210,9
416,869,10
416,1680,1
416,2579,35
416,2765,26
416,3130,32
416,3255,3
416,3315,4
416,3445,95
416,3510,1
416,4321,15
416,4727,23
416,4843,12
416,4878,4
416,5230,17
416,6524,3
416,8808,4
416,9392,42
416,12045,2
416,13177,22
416,13336,5
416,13758,2
416,14130,39
416,14326,59
416,14398,3
417,120,111
417,611,13
417,1662,141
417,1804,93
417,2198,94
417,4740,71
417,6654,124
417,6802,87
417,7069,182
417,7481,129
417,7485,140
417,7959,105
417,8624,1
417,9389,96
417,10417,110
417,11027,53
417,11498,13
417,12238,104
417,13942,86
417,14326,104
417,14331,124
417,14489,70
418,1145,1
418,3495,1
418,4278,2
418,7592,15
418,10308,1
418,14134,80
419,116,55
419,6044,256
419,6847,1
419,9907,124
421,1996,137
421,4328,105
421,4721,250
421,8052,109
421,10958,112
422,2068,101
422,10263,99
422,12559,123
423,7848,51
425,565,121
425,2371,125
425,5541,98
425,6009,103
425,7013,99
425,9306,57
425,10091,12
425,10213,11
426,2737,122
426,3998,1
426,8739,1
426,13883,76
430,2198,87
430,4800,106
430,8076,119
430,9518,133
430,9907,1
430,10715,39
432,544,3
432,2764,3
432,9302,122
432,10828,1
432,12693,2
433,697,1
433,6288,1
435,4791,114
435,5081,1
435,6755,124
435,13352,2
439,4017,62
439,12759,58
439,14287,92
440,2198,90
441,1372,18
441,2198,5
441,9497,7
441,9534,2
442,1641,200
442,3778,50
442,12632,96
442,12648,94
442,12932,89
442,13180,71
443,31,54
443,611,90
443,913,94
443,1608,5
443,2087,169
443,3778,25
443,3822,62
443,4243,116
443,4414,117
443,5202,141
443,5214,18
443,5441,85
443,5654,1
443,5672,124
443,5982,33
443,6044,113
443,6219,62
443,6814,44
443,6924,7
443,8406,8
443,8438,150
443,8514,80
443,9056,91
443,9745,6
443,9909,175
443,9992,100
443,10232,2
443,10277,2
443,10828,113
443,11226,14
443,11617,99
443,11746,87
443,11766,77
443,12019,139
443,12250,55
443,12558,2
443,13200,1
443,13356,84
443,13600,118
443,13643,15
443,13902,51
443,14059,99
443,14282,24
443,14552,5
444,31,1
444,1900,18
444,2198,3
444,4278,17
444,6654,74
444,10385,1
444,10828,1
444,14489,29
444,14516,108
445,11538,161
445,12839,64
446,5085,1
446,8284,47
447,2170,32
448,2170,1
448,7459,11
448,11739,83
449,3026,79
449,4483,13
449,4854,161
449,5263,166
449,11332,47
449,13477,36
449,14123,200
450,2198,90
450,4021,5
450,5298,127
450,7214,11
450,8965,79
450,9497,7
450,14489,106
451,7340,2
451,7596,82
451,12127,45
453,987,1967
454,1122,2
454,8283,1
454,12298,1
454,13790,2
454,14434,112
455,2198,72
455,3688,1
456,4136,5
456,4216,1
456,5797,112
456,7354,114
456,7590,15
456,8536,9
456,8618,118
456,8649,29
456,8739,134
456,9497,3
456,10365,139
456,10508,6
456,10682,2
456,12321,27
456,12705,129
456,12987,116
456,13071,120
456,13893,2
457,1908,35
457,5541,95
457,7628,1
457,8536,1
457,13215,139
458,1616,83
458,1784,55
458,6287,113
458,6755,52
458,7848,31
458,12993,2
458,13643,23
459,3893,4
460,3255,2
460,6657,54
460,7013,131
460,7340,277
460,7758,38
460,8536,72
460,9287,4
460,9534,29
460,12484,1
461,14274,1
462,2056,124
462,7896,88
462,8283,2
462,13893,2
462,14250,2
463,2256,94
463,4915,38
463,10828,1
463,11306,22
464,6654,100
464,8708,146
464,11656,79
465,13077,8
465,13985,352
466,4201,267
466,5184,111
466,7211,5
466,7898,128
466,10365,12
467,4556,77
467,8579,52
467,12759,1
467,13176,38
469,7416,2
469,12746,10
469,13893,200
470,5272,1
470,6654,1
470,10651,7
470,10958,118
470,11993,79
470,13077,87
472,998,1
472,2198,93
472,2969,1
472,5050,19
472,8675,1
472,10596,26
472,14134,1
474,99,71
474,3255,132
474,6654,105
474,14250,1
475,192,127
475,6009,38
475,7628,12
475,8843,20
477,1589,4
477,4915,99
477,10365,1
478,2950,3
478,4221,5
478,4396,10
478,7530,16
478,9821,35
478,11586,8
478,11977,10
478,13966,11
478,14010,90
479,4792,4
479,7465,118
479,14380,6
480,4419,86
480,5184,23
480,7874,70
480,12705,23
481,2874,5
481,4201,10
481,4928,4
481,5038,43
481,7211,16
481,9113,24
482,1647,4
482,2922,1
482,2943,150
482,8968,73
482,10365,43
482,13215,122
482,13437,20
483,2198,94
483,4108,72
483,4216,119
483,5568,71
483,9534,49
485,4216,9
485,8579,21
485,9497,1
486,5263,137
486,5922,114
486,7340,404
486,7391,102
486,7465,311
486,8480,111
486,8618,256
486,11993,52
486,12627,1
486,13093,120
486,13893,600
487,520,1
488,3946,158
489,2736,4
489,5470,55
489,8503,101
489,8928,184
490,3766,101
490,3959,8
490,4792,28
490,7222,5
490,7874,29
490,14026,10
491,8266,99
491,8579,92
491,13058,40
491,13883,162
492,2473,143
492,11363,2
493,1490,1
493,4216,1
493,4309,1
493,4561,1
493,5020,2
493,5085,1
493,5593,1
493,6372,1
493,7120,1
493,9110,1
493,9125,1
493,9486,112
493,14052,1
493,14282,47
494,2198,90
494,6654,99
494,12925,87
495,8536,47
496,2198,195
496,4530,1
496,5654,20
496,7340,2
496,13893,261
496,14250,1
497,1494,129
497,1588,7
498,1908,110
498,2943,83
498,5081,70
498,5184,107
498,7628,39
498,8599,56
498,10682,61
498,11469,21
498,13596,90
499,1494,137
499,1616,5
499,1647,117
499,2794,25
499,2943,12
499,13215,12
499,13596,19
500,1384,12
500,1900,30
500,3620,33
500,5038,104
500,6009,3
500,7301,34
500,7363,39
500,8106,173
500,13077,93
502,1490,12
502,5982,9
502,6024,13
502,6654,96
502,9497,11
502,9841,3
502,9983,61
502,12484,93
502,12558,97
503,5395,1
503,6654,187
503,9052,7
503,9247,80
503,9568,87
503,10363,57
504,12300,100
505,2198,23
505,4278,6
505,5085,114
505,11904,103
506,5132,10
507,1037,124
507,2198,94
507,3766,1
507,5414,210
507,5654,1
507,6323,132
507,6654,1
507,7340,130
507,10997,1
507,12101,123
507,12954,2
507,13784,1
507,14250,1
507,14434,2
508,11764,93
509,611,40
509,2198,133
509,3255,47
509,6654,142
509,7340,1
509,7758,12
509,8579,9
509,9497,4
509,9534,66
509,11738,17
509,12484,5
509,13784,26
509,14134,50
511,2794,107
511,4216,124
512,1494,13
512,1616,83
512,4008,2
