MOVIE_ID,TITLE,viewer_count,repurchase_cnt,avg_duration,repurchase_rate
10526,인시디어스,55,38,16.545454545454547,0.6909
2473,어벤져스,55,35,68.05454545454545,0.6364
5946,엑시트,55,42,67.9090909090909,0.7636
6004,블러드머신,55,41,10.672727272727272,0.7455
4737,블랑섹의기이한모험,54,33,61.94444444444444,0.6111
10068,맨인블랙3,54,40,77.5,0.7407
13784,로그,54,38,38.351851851851855,0.7037
1676,자토이치(2003),54,33,84.44444444444444,0.6111
8284,겨울왕국열기,54,30,14.481481481481481,0.5556
2924,더홀,53,33,43.83018867924528,0.6226
4449,해리포터와불사조기사단,53,36,109.54716981132076,0.6792
3445,바운티헌터스:현상금사냥꾼,53,37,64.86792452830188,0.6981
7321,라스트레터,53,29,34.886792452830186,0.5472
478,종횡사해(1991),53,40,61.9811320754717,0.7547
10446,스파이더맨:파프롬홈,53,36,83.45283018867924,0.6792
579,담보,53,31,77.9245283018868,0.5849
12174,히트맨(2020),53,30,89.0377358490566,0.566
7546,그때그사람들,52,33,74.1923076923077,0.6346
6201,적인걸:측전무후의비밀,52,28,80.63461538461539,0.5385
5206,애프터:그후,51,33,42.72549019607843,0.6471
4398,당신의부탁,51,34,66.54901960784314,0.6667
7363,집으로...,51,34,69.90196078431373,0.6667
11819,#아이엠히어,50,37,18.54,0.74
8968,작은집,50,33,91.64,0.66
1932,주먹왕랄프,50,31,69.82,0.62
6847,난그녀와키스했다,50,36,15.26,0.72
1842,드론전쟁:굿킬,50,31,48.6,0.62
6491,<소울>의음악[별도편성],50,33,1.7,0.66
10237,예감은틀리지않는다,49,31,56.91836734693877,0.6327
2133,온워드:단하루의기적,49,26,67.9795918367347,0.5306
5700,까미유끌로델,49,33,29.040816326530614,0.6735
10308,식스빌로우,49,32,56.40816326530612,0.6531
2673,폴리스스토리(1985),48,31,59.916666666666664,0.6458
7059,슈퍼배드2,48,34,82.60416666666667,0.7083
14125,애프터어스,48,27,73.75,0.5625
10220,아메리칸셰프,47,30,84.97872340425532,0.6383
12181,스플릿,47,25,96.25531914893617,0.5319
7083,서유기:월광보합,47,34,26.27659574468085,0.7234
3009,프라미싱영우먼,47,33,24.48936170212766,0.7021
7583,무서운이야기들:겟아웃,47,34,27.5531914893617,0.7234
14596,그린북,47,28,71.38297872340425,0.5957
5168,비밀,47,35,28.25531914893617,0.7447
14509,재심,47,36,81.7872340425532,0.766
13209,반지의제왕3:왕의귀환,46,33,132.2826086956522,0.7174
12761,프리다의그해여름,46,30,38.69565217391305,0.6522
10967,심플라이프,46,27,28.152173913043477,0.587
7709,검은사제들,45,29,77.04444444444445,0.6444
13282,업(2009),45,26,41.111111111111114,0.5778
11538,나이브스아웃,45,30,74.5111111111111,0.6667
12735,헝거게임:모킹제이,45,30,65.35555555555555,0.6667
14452,캡틴아메리카:시빌워,45,30,74.75555555555556,0.6667
11764,펠리니를찾아서,45,31,16.755555555555556,0.6889
10639,플라이트93(2006),44,29,72.0,0.6591
11935,그린치(2018),44,34,93.31818181818181,0.7727
4530,베놈,44,27,67.31818181818181,0.6136
1037,청년경찰,44,27,56.31818181818182,0.6136
7603,스파이더맨:뉴유니버스,44,29,78.36363636363636,0.6591
3449,악인전,44,28,81.75,0.6364
9907,백두산,43,30,74.32558139534883,0.6977
11037,도리를찾아서,43,30,66.93023255813954,0.6977
13437,요노스케이야기,43,28,88.11627906976744,0.6512
3154,깨끗하고연약한,43,26,16.558139534883722,0.6047
375,라따뚜이,43,29,85.74418604651163,0.6744
1698,스케어리스토리:어둠의속삭임,43,30,72.46511627906976,0.6977
10436,부산행,43,30,40.93023255813954,0.6977
10363,수퍼소닉,43,33,65.65116279069767,0.7674
12958,겨울밤에,43,33,21.88372093023256,0.7674
1428,씽(2016),43,29,123.53488372093024,0.6744
8341,바바야가:숲의악령,42,31,36.19047619047619,0.7381
4738,택시운전사,42,29,98.35714285714286,0.6905
6855,마이걸(1991),42,29,55.642857142857146,0.6905
445,선물(2019),42,27,31.404761904761905,0.6429
5822,비거스플래쉬,42,24,64.19047619047619,0.5714
9524,어벤져스:에이지오브울트론,42,25,75.30952380952381,0.5952
4157,산이울다,42,27,77.88095238095238,0.6429
8749,마이펫의이중생활,42,25,76.38095238095238,0.5952
3980,파이널환타지,42,23,60.57142857142857,0.5476
13513,점박이한반도의공룡2:새로운낙원,42,27,123.21428571428571,0.6429
13603,프로스펙트,41,24,54.24390243902439,0.5854
10675,"내어깨위고양이,밥",41,24,93.5609756097561,0.5854
4433,"안녕,형아",41,25,90.90243902439025,0.6098
14522,살인의늪,41,26,69.65853658536585,0.6341
9227,존윅:리로드,41,25,79.07317073170732,0.6098
2422,토르:라그나로크,41,24,78.73170731707317,0.5854
7525,세비지그레이스(2007),41,25,43.0,0.6098
10872,해리포터와죽음의성물2,41,28,121.0,0.6829
13455,또하나의약속,41,21,70.1219512195122,0.5122
5157,천녀유혼3-도도도,41,24,66.51219512195122,0.5854
781,빛과철,40,27,28.375,0.675
12163,마담뺑덕,40,31,37.1,0.775
13606,트롤1,40,30,61.975,0.75
9948,다이빙벨[확장판],40,27,42.05,0.675
10584,카3:새로운도전,40,30,80.6,0.75
12385,이웃사촌,39,27,25.025641025641026,0.6923
5287,명탐정피카츄,39,22,66.0,0.5641
5322,아쿠아맨,39,29,123.58974358974359,0.7436
13658,살아남은사람들,39,27,31.666666666666668,0.6923
1864,토이스토리,39,29,42.15384615384615,0.7436
8576,귀목요괴:화신술,38,22,33.28947368421053,0.5789
133,1987,38,25,79.0,0.6579
1968,뮬란2(2020),38,26,27.94736842105263,0.6842
14516,빅매치,38,23,73.92105263157895,0.6053
13093,그린랜드,38,22,75.6842105263158,0.5789
9781,순종,38,25,41.421052631578945,0.6579
7025,레지던트이블4:끝나지않은전쟁,38,24,87.28947368421052,0.6316
2123,드래곤길들이기3,38,26,69.97368421052632,0.6842
4839,마녀를잡아라,38,29,53.05263157894737,0.7632
4812,<소울>조가드너를만나다[별도편성],38,27,1.0526315789473684,0.7105
10213,블랙팬서,38,23,68.84210526315789,0.6053
11469,골드,38,20,45.76315789473684,0.5263
2861,해리포터와혼혈왕자,37,26,123.64864864864865,0.7027
13298,몬스터대학교,37,23,58.108108108108105,0.6216
2436,반지의제왕2:두개의탑,37,25,160.8918918918919,0.6757
8183,카2(2011),37,25,72.13513513513513,0.6757
6323,범죄도시(2017),37,23,122.54054054054055,0.6216
12033,해리포터와죽음의성물1,37,29,116.8108108108108,0.7838
10238,원더우먼,37,21,42.351351351351354,0.5676
5326,더블패티,37,27,5.27027027027027,0.7297
3967,뮬란(2020),37,21,60.270270270270274,0.5676
6075,웨이다운,37,26,37.2972972972973,0.7027
9293,해치지않아,37,29,71.13513513513513,0.7838
12116,레지던트이블2(2004),37,24,82.45945945945945,0.6486
568,유로파리포트,37,17,55.24324324324324,0.4595
1772,세번째살인,36,24,16.833333333333332,0.6667
9472,레지던트이블3:인류의멸망(2007),36,24,74.63888888888889,0.6667
192,올더머니,36,24,73.47222222222223,0.6667
5857,데드워터(2019),36,22,44.333333333333336,0.6111
9447,토이스토리3,36,31,60.02777777777778,0.8611
12117,스튜어트리틀(1999),36,25,31.555555555555557,0.6944
11814,샤인(1996),36,20,58.888888888888886,0.5556
10235,언디스퓨티드2,36,23,56.388888888888886,0.6389
8965,백악관을무너뜨린사나이,35,25,51.2,0.7143
10997,12번째솔저,35,19,65.97142857142858,0.5429
3151,프란츠,35,22,50.57142857142857,0.6286
12690,존윅(2014),35,25,80.85714285714286,0.7143
6381,찰리와초콜릿공장,35,25,106.57142857142857,0.7143
5741,만신,35,27,32.714285714285715,0.7714
218,캠퍼스레전드(1998),35,23,68.88571428571429,0.6571
6172,더리더:책읽어주는남자,35,25,78.14285714285714,0.7143
5633,송가인더드라마,35,23,3.5714285714285716,0.6571
7559,<소울>미리보기[별도편성],34,24,9.176470588235293,0.7059
1189,그녀를보기만해도알수있는것,34,22,31.58823529411765,0.6471
9056,지푸라기라도잡고싶은짐승들,34,22,71.58823529411765,0.6471
13799,쥬라기월드:폴른킹덤,34,23,89.55882352941177,0.6765
13684,금의위:3인의무사,34,23,30.352941176470587,0.6765
9341,말레피센트,34,22,63.55882352941177,0.6471
2316,원더풀고스트,34,28,63.411764705882355,0.8235
10996,옥중룡,34,23,54.970588235294116,0.6765
7354,스테이션7,34,19,62.44117647058823,0.5588
11240,라라랜드,34,19,73.6470588235294,0.5588
12966,미스터주:사라진VIP,34,22,85.47058823529412,0.6471
2305,이트(2016),33,23,23.303030303030305,0.697
4630,프랑켄슈타인(1994),33,20,46.24242424242424,0.6061
10628,오마이갓(2020),33,18,43.484848484848484,0.5455
8954,엘리펀트송,33,22,8.848484848484848,0.6667
9328,소리도없이,33,23,35.39393939393939,0.697
4836,월-E,33,19,71.21212121212122,0.5758
12864,가면속의아리아,33,21,9.454545454545455,0.6364
6327,"색,계(2007)",33,20,43.18181818181818,0.6061
2265,이웃집에신이산다,33,22,50.09090909090909,0.6667
7208,맨체스터바이더씨,33,18,71.45454545454545,0.5455
448,튤립피버,33,18,38.42424242424242,0.5455
8872,무에타이,33,25,37.0,0.7576
5568,니모를찾아서[2D],32,24,74.40625,0.75
13698,에이바,32,22,62.03125,0.6875
6003,침입자(2020)[별도편성][예고편],32,23,1.28125,0.7188
4243,코마,32,20,50.84375,0.625
7485,더워리어:돌아온전사,32,18,84.84375,0.5625
5022,정상회담살인사건,32,18,79.4375,0.5625
4178,신데렐라(2015),32,16,70.875,0.5
6373,택시드라이버,32,22,55.71875,0.6875
11982,뮤직박스,32,19,53.46875,0.5938
8628,쿵푸팬더3,32,22,145.28125,0.6875
12006,메리다와마법의숲,32,23,53.09375,0.7188
14589,뉴욕의가을,32,22,68.0,0.6875
12805,엔더스게임,31,18,77.03225806451613,0.5806
10281,라스트레터(2018),31,20,74.12903225806451,0.6452
4158,인간중독,31,18,26.161290322580644,0.5806
736,원더,31,26,86.41935483870968,0.8387
853,고스트버스터즈,31,18,52.064516129032256,0.5806
11488,생활의발견(2002),31,18,30.741935483870968,0.5806
8708,성실한나라의앨리스,31,18,66.6774193548387,0.5806
11301,홈(2018),31,23,65.93548387096774,0.7419
8564,#살아있다,31,20,47.38709677419355,0.6452
13058,점박이:한반도의공룡,31,18,135.06451612903226,0.5806
7577,아웃레이지비욘드,31,21,82.25806451612904,0.6774
12238,태백권,31,17,74.7741935483871,0.5484
12544,옴샨티옴,30,23,66.86666666666666,0.7667
10178,BB프로젝트(2006),30,18,32.833333333333336,0.6
6718,인투더포레스트,30,20,56.13333333333333,0.6667
8642,닥터스트레인지,30,18,78.46666666666667,0.6
14347,가장보통의연애,30,20,84.46666666666667,0.6667
12621,분노의질주:홉스&쇼,30,19,44.766666666666666,0.6333
6865,당신에게도사랑이다시찾아올까요?,30,21,38.733333333333334,0.7
6242,토이스토리2,30,24,78.53333333333333,0.8
13743,데스노트:라스트네임,30,21,72.9,0.7
2491,신데렐라,30,27,72.06666666666666,0.9
7457,애프터(2019),30,20,48.43333333333333,0.6667
3744,시간의끝에서널기다려,30,21,17.233333333333334,0.7
9374,두여자(2010),29,20,34.62068965517241,0.6897
12823,생로랑,29,19,13.758620689655173,0.6552
426,폴리스스토리2-구룡의눈,29,22,60.689655172413794,0.7586
3042,천녀유혼2-인간도,29,20,69.48275862068965,0.6897
9188,몬스터주식회사,29,22,58.51724137931034,0.7586
4309,기도의막이내릴때,29,19,73.72413793103448,0.6552
854,뱀파이어시스터,29,16,61.206896551724135,0.5517
12149,아비정전(1990),29,20,50.241379310344826,0.6897
1765,우이러브,29,20,45.206896551724135,0.6897
4136,스포트라이트(2016),29,15,80.75862068965517,0.5172
9829,아이언맨3,29,19,70.96551724137932,0.6552
9086,걸캅스,29,18,64.93103448275862,0.6207
3678,캐쉬백,28,16,44.714285714285715,0.5714
14381,스코어:영화음악의모든것,28,17,30.678571428571427,0.6071
11738,조선명탐정:흡혈괴마의비밀,28,18,83.07142857142857,0.6429
3265,태양의노래(2006),28,20,46.892857142857146,0.7143
9018,카(2006),28,19,114.5,0.6786
869,진정령난백,28,18,22.071428571428573,0.6429
6136,포드V페라리,28,15,63.357142857142854,0.5357
275,콩:스컬아일랜드,28,20,75.85714285714286,0.7143
12754,르누아르,28,21,28.5,0.75
6916,언노운솔저디오리지날,27,16,51.96296296296296,0.5926
2939,펠햄123,27,14,97.62962962962963,0.5185
14352,제이티르로이,27,17,31.296296296296298,0.6296
2161,47미터,27,14,36.81481481481482,0.5185
14397,타샤튜더,27,17,54.74074074074074,0.6296
677,<소울>나의이웃[별도편성],27,20,1.7407407407407407,0.7407
1774,베이비드라이버,27,12,61.18518518518518,0.4444
11878,21브릿지:테러셧다운,27,20,65.07407407407408,0.7407
2523,가디언즈오브갤럭시VOL.2,27,19,67.51851851851852,0.7037
9045,아이언맨,27,13,52.925925925925924,0.4815
11889,"인사하고,키스",27,17,45.074074074074076,0.6296
1046,베이루트:리미티드아워,27,17,53.55555555555556,0.6296
8503,신고질라,27,17,48.370370370370374,0.6296
362,레고닌자고무비,27,16,54.629629629629626,0.5926
5493,뷰티인더글라스,26,19,25.46153846153846,0.7308
12216,서바이벌패밀리,26,13,69.96153846153847,0.5
8367,스파이지니어스,26,17,70.65384615384616,0.6538
237,어바웃타임,26,14,85.34615384615384,0.5385
