boxofficeType,showRange,rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt
일별 박스오피스,20210319~20210319,7,7,1,OLD,20207443,소울,2021-01-20,25400440,3.5,9396200,58.7,18675192980,2825,988,53.8,2011155,261,336
일별 박스오피스,20210319~20210319,8,8,0,NEW,20216768,몬테크리스토: 더 뮤지컬 라이브,2021-03-19,44902000,6.2,44902000,100,46502000,2282,2282,100,2362,87,210
일별 박스오피스,20210319~20210319,9,9,0,OLD,20216361,브레이브 언더 파이어,2021-03-17,10394900,1.4,135300,1.3,34661900,1309,-188,-12.6,4838,178,302
일별 박스오피스,20210319~20210319,10,10,-3,OLD,20200364,정말 먼 곳,2021-03-18,10174740,1.4,-6145470,-37.7,34760950,1230,-794,-39.2,4274,186,237
일별 박스오피스,20210320~20210320,1,1,0,OLD,20205144,미나리,2021-03-03,574529330,33.3,374205130,186.8,5924013750,60830,39151,180.6,653879,1012,3293
일별 박스오피스,20210320~20210320,2,2,0,OLD,20200703,극장판 귀멸의 칼날: 무한열차편,2021-01-27,375405460,21.8,205720420,121.2,12653403980,38856,21748,127.1,1311188,758,2123
일별 박스오피스,20210320~20210320,3,3,2,OLD,20200263,라야와 마지막 드래곤,2021-03-04,199426770,11.6,166327230,502.5,2397124890,21777,18364,538.1,257732,749,1496
일별 박스오피스,20210320~20210320,4,4,-1,OLD,20216069,모리타니안,2021-03-17,94784000,5.5,53695610,130.7,223963820,10139,5629,124.8,24929,586,1266
일별 박스오피스,20210320~20210320,5,5,2,OLD,20207443,소울,2021-01-20,68892900,4,43492460,171.2,18744085880,6900,4075,144.2,2018055,322,466
일별 박스오피스,20210320~20210320,6,6,-2,OLD,20020234,반지의 제왕 : 두 개의 탑,2002-12-19,78303230,4.5,31425540,67,205314790,6361,2599,69.1,17735,176,212
일별 박스오피스,20210320~20210320,7,7,-1,OLD,20030316,반지의 제왕 : 왕의 귀환,2003-12-17,65587220,3.8,21125000,47.5,4524192980,4964,1595,47.3,714439,165,206
일별 박스오피스,20210320~20210320,8,8,0,OLD,20216768,몬테크리스토: 더 뮤지컬 라이브,2021-03-19,54274000,3.1,9372000,20.9,100776000,2744,462,20.2,5106,90,217
일별 박스오피스,20210320~20210320,9,9,0,OLD,20216361,브레이브 언더 파이어,2021-03-17,21646000,1.3,11251100,108.2,56307900,2355,1046,79.9,7193,199,313
일별 박스오피스,20210320~20210320,10,10,1,OLD,20071054,중경삼림,1995-09-02,18953890,1.1,7327280,63,555756070,1865,656,54.3,59558,134,166
일별 박스오피스,20210321~20210321,1,1,0,OLD,20205144,미나리,2021-03-03,462059640,31.3,-112469690,-19.6,6386073390,49259,-11571,-19,703138,1009,3232
일별 박스오피스,20210321~20210321,2,2,0,OLD,20200703,극장판 귀멸의 칼날: 무한열차편,2021-01-27,365515620,24.8,-9889840,-2.6,13018919600,38117,-739,-1.9,1349305,756,2128
일별 박스오피스,20210321~20210321,3,3,0,OLD,20200263,라야와 마지막 드래곤,2021-03-04,173442710,11.8,-25984060,-13,2570567600,19144,-2633,-12.1,276876,761,1489
일별 박스오피스,20210321~20210321,4,4,0,OLD,20216069,모리타니안,2021-03-17,63958290,4.3,-30825710,-32.5,287922110,6876,-3263,-32.2,31805,549,1129
일별 박스오피스,20210321~20210321,5,5,0,OLD,20207443,소울,2021-01-20,58042710,3.9,-10850190,-15.7,18802128590,5836,-1064,-15.4,2023891,326,467
일별 박스오피스,20210321~20210321,6,6,1,OLD,20030316,반지의 제왕 : 왕의 귀환,2003-12-17,64374580,4.4,-1212640,-1.8,4588567560,4972,8,0.2,719411,166,203
일별 박스오피스,20210321~20210321,7,7,-1,OLD,20020234,반지의 제왕 : 두 개의 탑,2002-12-19,49282730,3.3,-29020500,-37.1,254597520,3924,-2437,-38.3,21659,163,189
일별 박스오피스,20210321~20210321,8,8,0,OLD,20216768,몬테크리스토: 더 뮤지컬 라이브,2021-03-19,44994000,3,-9280000,-17.1,145770000,2277,-467,-17,7383,87,212
일별 박스오피스,20210321~20210321,9,9,0,OLD,20216361,브레이브 언더 파이어,2021-03-17,18307900,1.2,-3338100,-15.4,74615800,2009,-346,-14.7,9202,203,300
일별 박스오피스,20210321~20210321,10,10,1,OLD,20216051,리스타트,2021-03-11,15598460,1.1,-822780,-5,342245050,1676,-100,-5.6,38131,254,315
일별 박스오피스,20210322~20210322,1,1,0,OLD,20205144,미나리,2021-03-03,121487850,30.2,-340571790,-73.7,6507561240,14112,-35147,-71.4,717250,878,2433
일별 박스오피스,20210322~20210322,2,2,0,OLD,20200703,극장판 귀멸의 칼날: 무한열차편,2021-01-27,113876300,28.3,-251639320,-68.8,13132795900,12240,-25877,-67.9,1361545,667,1696
일별 박스오피스,20210322~20210322,3,3,1,OLD,20216069,모리타니안,2021-03-17,18602590,4.6,-45355700,-70.9,306524700,2161,-4715,-68.6,33966,438,800
일별 박스오피스,20210322~20210322,4,4,-1,OLD,20200263,라야와 마지막 드래곤,2021-03-04,19129530,4.8,-154313180,-89,2589697130,2096,-17048,-89.1,278972,385,582
일별 박스오피스,20210322~20210322,5,5,1,OLD,20030316,반지의 제왕 : 왕의 귀환,2003-12-17,19354570,4.8,-45020010,-69.9,4607922130,1537,-3435,-69.1,720948,151,175
일별 박스오피스,20210322~20210322,6,6,-1,OLD,20207443,소울,2021-01-20,14474540,3.6,-43568170,-75.1,18816603130,1532,-4304,-73.7,2025423,262,340
일별 박스오피스,20210322~20210322,7,7,0,OLD,20020234,반지의 제왕 : 두 개의 탑,2002-12-19,18123750,4.5,-31158980,-63.2,272721270,1468,-2456,-62.6,23127,136,163
일별 박스오피스,20210322~20210322,8,8,4,OLD,20071054,중경삼림,1995-09-02,6639850,1.7,-9251430,-58.2,578287200,739,-859,-53.8,61895,128,156
일별 박스오피스,20210322~20210322,9,9,-1,OLD,20216768,몬테크리스토: 더 뮤지컬 라이브,2021-03-19,13664500,3.4,-31329500,-69.6,159434500,692,-1585,-69.6,8075,85,172
일별 박스오피스,20210322~20210322,10,10,-1,OLD,20216361,브레이브 언더 파이어,2021-03-17,5343100,1.3,-12964800,-70.8,79958900,624,-1385,-68.9,9826,145,217
일별 박스오피스,20210323~20210323,1,1,0,OLD,20205144,미나리,2021-03-03,113881430,27.8,-7606420,-6.3,6621442670,13387,-725,-5.1,730637,892,2377
일별 박스오피스,20210323~20210323,2,2,0,OLD,20200703,극장판 귀멸의 칼날: 무한열차편,2021-01-27,109851420,26.8,-4024880,-3.5,13242647320,11817,-423,-3.5,1373362,676,1669
일별 박스오피스,20210323~20210323,3,3,0,OLD,20216069,모리타니안,2021-03-17,19376080,4.7,773490,4.2,325900780,2264,103,4.8,36230,455,811
일별 박스오피스,20210323~20210323,4,4,0,OLD,20200263,라야와 마지막 드래곤,2021-03-04,19959670,4.9,830140,4.3,2609656800,2217,121,5.8,281189,392,581
일별 박스오피스,20210323~20210323,5,5,0,OLD,20030316,반지의 제왕 : 왕의 귀환,2003-12-17,28200870,6.9,8846300,45.7,4636123000,2157,620,40.3,723105,163,196
일별 박스오피스,20210323~20210323,6,6,0,OLD,20207443,소울,2021-01-20,13233340,3.2,-1241200,-8.6,18829836470,1417,-115,-7.5,2026840,244,314
일별 박스오피스,20210323~20210323,7,7,3,OLD,20216361,브레이브 언더 파이어,2021-03-17,8753800,2.1,3410700,63.8,88712700,1253,629,100.8,11079,170,263
일별 박스오피스,20210323~20210323,8,8,-1,OLD,20020234,반지의 제왕 : 두 개의 탑,2002-12-19,15043670,3.7,-3080080,-17,287764940,1204,-264,-18,24331,143,168
일별 박스오피스,20210323~20210323,9,9,12,OLD,20197434,자산어보,2021-03-31,8700000,2.1,6840000,367.7,21069000,870,684,367.7,2176,6,6
일별 박스오피스,20210323~20210323,10,10,-2,OLD,20071054,중경삼림,1995-09-02,6545510,1.6,-94340,-1.4,584832710,705,-34,-4.6,62600,115,142
일별 박스오피스,20210324~20210324,1,1,0,NEW,20216673,더 박스,2021-03-24,235864960,34.1,235864960,100,265426900,29274,29274,100,31905,372,717
일별 박스오피스,20210324~20210324,2,2,-1,OLD,20205144,미나리,2021-03-03,106122840,15.4,-7758590,-6.8,6727565510,12487,-900,-6.7,743124,872,2313
일별 박스오피스,20210324~20210324,3,3,-1,OLD,20200703,극장판 귀멸의 칼날: 무한열차편,2021-01-27,107053270,15.5,-2798150,-2.5,13349700590,11613,-204,-1.7,1384975,637,1597
일별 박스오피스,20210324~20210324,4,4,37,OLD,20216432,최면,2021-03-24,50537090,7.3,50187090,14339.2,58237090,5824,5774,11548,6632,458,981
일별 박스오피스,20210324~20210324,5,5,0,OLD,20030316,반지의 제왕 : 왕의 귀환,2003-12-17,31658700,4.6,3457830,12.3,4667781700,2495,338,15.7,725600,142,173
일별 박스오피스,20210324~20210324,6,6,0,NEW,20192567,원더 우먼 1984,2020-12-23,8025000,1.2,8025000,100,4947583400,1605,1605,100,548695,4,6
일별 박스오피스,20210324~20210324,7,7,9,OLD,20199541,미션 파서블,2021-02-17,8597970,1.2,5796840,206.9,4046949740,1597,1271,389.9,444052,47,63
일별 박스오피스,20210324~20210324,8,8,-4,OLD,20200263,라야와 마지막 드래곤,2021-03-04,12412900,1.8,-7546770,-37.8,2622069700,1366,-851,-38.4,282555,269,347
일별 박스오피스,20210324~20210324,9,9,-6,OLD,20216069,모리타니안,2021-03-17,10237400,1.5,-9138680,-47.2,336138180,1225,-1039,-45.9,37455,261,375
일별 박스오피스,20210324~20210324,10,10,-4,OLD,20207443,소울,2021-01-20,9920420,1.4,-3312920,-25,18839756890,1053,-364,-25.7,2027893,177,219
일별 박스오피스,20210325~20210325,1,1,0,NEW,20215850,고질라 VS. 콩,2021-03-25,369150060,49,369150060,100,375075060,38786,38786,100,39181,1164,3812
일별 박스오피스,20210325~20210325,2,2,0,OLD,20205144,미나리,2021-03-03,84683180,11.2,-21439660,-20.2,6812248690,9905,-2582,-20.7,753029,666,1668
일별 박스오피스,20210325~20210325,3,3,0,OLD,20200703,극장판 귀멸의 칼날: 무한열차편,2021-01-27,85500970,11.3,-21552300,-20.1,13435201560,9135,-2478,-21.3,1394110,550,1212
일별 박스오피스,20210325~20210325,4,4,-3,OLD,20216673,더 박스,2021-03-24,63063160,8.4,-172801800,-73.3,328490060,7740,-21534,-73.6,39645,240,354
일별 박스오피스,20210325~20210325,5,5,-1,OLD,20216432,최면,2021-03-24,39508270,5.2,-11028820,-21.8,97745360,4414,-1410,-24.2,11046,456,765
일별 박스오피스,20210325~20210325,6,6,0,NEW,20216372,스파이의 아내,2021-03-25,6770090,0.9,6770090,100,13345590,820,820,100,1445,116,147
일별 박스오피스,20210325~20210325,7,7,0,NEW,20216686,아이카,2021-03-25,7013500,0.9,7013500,100,9293500,774,774,100,995,35,43
일별 박스오피스,20210325~20210325,8,8,4,OLD,20216768,몬테크리스토: 더 뮤지컬 라이브,2021-03-19,13606000,1.8,-3826000,-21.9,203967000,685,-200,-22.6,10330,76,124
일별 박스오피스,20210325~20210325,9,9,-1,OLD,20200263,라야와 마지막 드래곤,2021-03-04,5858240,0.8,-6554660,-52.8,2627927940,661,-705,-51.6,283216,155,170
일별 박스오피스,20210325~20210325,10,10,23,OLD,20197434,자산어보,2021-03-31,6517000,0.9,5217000,401.3,28886000,655,525,403.8,2961,3,3
일별 박스오피스,20210326~20210326,1,1,0,OLD,20215850,고질라 VS. 콩,2021-03-25,409095770,46.1,39945710,10.8,784170830,40842,2056,5.3,80023,1201,3911
일별 박스오피스,20210326~20210326,2,2,1,OLD,20200703,극장판 귀멸의 칼날: 무한열차편,2021-01-27,129775080,14.6,44274110,51.8,13564976640,13026,3891,42.6,1407136,607,1336
일별 박스오피스,20210326~20210326,3,3,-1,OLD,20205144,미나리,2021-03-03,107035390,12.1,22352210,26.4,6919284080,11673,1768,17.8,764702,702,1779
일별 박스오피스,20210326~20210326,4,4,0,OLD,20216673,더 박스,2021-03-24,79065720,8.9,16002560,25.4,407555780,9729,1989,25.7,49374,256,354
일별 박스오피스,20210326~20210326,5,5,0,OLD,20216432,최면,2021-03-24,45339510,5.1,5831240,14.8,143084870,4826,412,9.3,15872,473,794
일별 박스오피스,20210326~20210326,6,6,3,OLD,20200263,라야와 마지막 드래곤,2021-03-04,10222180,1.2,4363940,74.5,2638150120,1062,401,60.7,284278,196,224
일별 박스오피스,20210326~20210326,7,7,4,OLD,20207443,소울,2021-01-20,9797260,1.1,4047020,70.4,18855304390,941,314,50.1,2029461,131,146
일별 박스오피스,20210326~20210326,8,8,0,NEW,20200311,더블패티,2021-02-17,8190000,0.9,8190000,100,131378460,819,819,100,15271,4,4
일별 박스오피스,20210326~20210326,9,9,-3,OLD,20216372,스파이의 아내,2021-03-25,6944110,0.8,174020,2.6,20289700,764,-56,-6.8,2209,111,142
일별 박스오피스,20210326~20210326,10,10,-2,OLD,20216768,몬테크리스토: 더 뮤지컬 라이브,2021-03-19,11273000,1.3,-2333000,-17.1,215240000,568,-117,-17.1,10898,74,124
일별 박스오피스,20210327~20210327,1,1,0,OLD,20215850,고질라 VS. 콩,2021-03-25,1241200930,51.8,832105160,203.4,2025371760,127818,86976,213,207841,1295,4741
일별 박스오피스,20210327~20210327,2,2,0,OLD,20200703,극장판 귀멸의 칼날: 무한열차편,2021-01-27,398695410,16.6,268920330,207.2,13963672050,42662,29636,227.5,1449798,709,1781
일별 박스오피스,20210327~20210327,3,3,0,OLD,20205144,미나리,2021-03-03,271679530,11.3,164644140,153.8,7190963610,28475,16802,143.9,793177,756,2172
일별 박스오피스,20210327~20210327,4,4,0,OLD,20216673,더 박스,2021-03-24,115640060,4.8,36574340,46.3,523195840,14056,4327,44.5,63430,331,506
일별 박스오피스,20210327~20210327,5,5,0,OLD,20216432,최면,2021-03-24,93500410,3.9,48160900,106.2,236585280,9984,5158,106.9,25856,485,853
일별 박스오피스,20210327~20210327,6,6,0,OLD,20200263,라야와 마지막 드래곤,2021-03-04,79158410,3.3,68936230,674.4,2717308530,8976,7914,745.2,293254,417,616
일별 박스오피스,20210327~20210327,7,7,0,OLD,20207443,소울,2021-01-20,33477650,1.4,23680390,241.7,18888782040,3356,2415,256.6,2032817,183,226
일별 박스오피스,20210327~20210327,8,8,1,OLD,20216372,스파이의 아내,2021-03-25,12966220,0.5,6022110,86.7,33255920,1456,692,90.6,3665,120,150
일별 박스오피스,20210327~20210327,9,9,1,OLD,20216768,몬테크리스토: 더 뮤지컬 라이브,2021-03-19,23737500,1,12464500,110.6,238977500,1194,626,110.2,12092,75,126
일별 박스오피스,20210327~20210327,10,10,62,OLD,20216894,트웬티 해커,2021-03-24,5046000,0.2,4931000,4287.8,8728000,987,970,5705.9,1409,71,72
일별 박스오피스,20210328~20210328,1,1,0,OLD,20215850,고질라 VS. 콩,2021-03-25,1126146460,53,-115054470,-9.3,3151518220,117245,-10573,-8.3,325086,1292,4719
일별 박스오피스,20210328~20210328,2,2,0,OLD,20200703,극장판 귀멸의 칼날: 무한열차편,2021-01-27,305257510,14.4,-93437900,-23.4,14268929560,32063,-10599,-24.8,1481861,692,1748
일별 박스오피스,20210328~20210328,3,3,0,OLD,20205144,미나리,2021-03-03,226976400,10.7,-44703130,-16.5,7417940010,24282,-4193,-14.7,817459,752,2098
일별 박스오피스,20210328~20210328,4,4,0,OLD,20216673,더 박스,2021-03-24,98445630,4.6,-17194430,-14.9,621641470,12293,-1763,-12.5,75723,324,457
일별 박스오피스,20210328~20210328,5,5,0,OLD,20216432,최면,2021-03-24,100434050,4.7,6933640,7.4,337019330,10807,823,8.2,36663,506,879
일별 박스오피스,20210328~20210328,6,6,0,OLD,20200263,라야와 마지막 드래곤,2021-03-04,80555430,3.8,1397020,1.8,2797863960,9108,132,1.5,302362,418,619
일별 박스오피스,20210328~20210328,7,7,0,OLD,20207443,소울,2021-01-20,31886850,1.5,-1590800,-4.8,18920668890,3271,-85,-2.5,2036088,179,227
일별 박스오피스,20210328~20210328,8,8,0,OLD,20216372,스파이의 아내,2021-03-25,11663790,0.5,-1302430,-10,44919710,1318,-138,-9.5,4983,117,146
일별 박스오피스,20210328~20210328,9,9,6,OLD,20216361,브레이브 언더 파이어,2021-03-17,8063600,0.4,2322800,40.5,113390700,931,270,40.8,14348,75,84
일별 박스오피스,20210328~20210328,10,10,-1,OLD,20216768,몬테크리스토: 더 뮤지컬 라이브,2021-03-19,18217500,0.9,-5520000,-23.3,257195000,918,-276,-23.1,13010,74,124
일별 박스오피스,20210329~20210329,1,1,0,OLD,20215850,고질라 VS. 콩,2021-03-25,237625320,41.8,-888521140,-78.9,3389143540,25455,-91790,-78.3,350541,1134,3614
일별 박스오피스,20210329~20210329,2,2,0,OLD,20200703,극장판 귀멸의 칼날: 무한열차편,2021-01-27,95254640,16.7,-210002870,-68.8,14364184200,10265,-21798,-68,1492126,608,1369
일별 박스오피스,20210329~20210329,3,3,1,OLD,20216673,더 박스,2021-03-24,67489890,11.9,-30955740,-31.4,689131360,9325,-2968,-24.1,85048,221,290
일별 박스오피스,20210329~20210329,4,4,-1,OLD,20205144,미나리,2021-03-03,67816890,11.9,-159159510,-70.1,7485756900,7959,-16323,-67.2,825418,635,1608
일별 박스오피스,20210329~20210329,5,5,0,OLD,20216432,최면,2021-03-24,29356170,5.2,-71077880,-70.8,366375500,3275,-7532,-69.7,39938,402,651
일별 박스오피스,20210329~20210329,6,6,1,OLD,20207443,소울,2021-01-20,7737180,1.4,-24149670,-75.7,18928406070,832,-2439,-74.6,2036920,140,164
일별 박스오피스,20210329~20210329,7,7,1,OLD,20216372,스파이의 아내,2021-03-25,5923710,1,-5740080,-49.2,50843420,712,-606,-46,5695,106,132
일별 박스오피스,20210329~20210329,8,8,-2,OLD,20200263,라야와 마지막 드래곤,2021-03-04,6115630,1.1,-74439800,-92.4,2803979590,689,-8419,-92.4,303051,163,188
일별 박스오피스,20210329~20210329,9,9,0,NEW,20215931,특명: 스피드 레스큐,2021-03-29,2010000,0.4,2010000,100,2038000,402,402,100,406,21,21
일별 박스오피스,20210329~20210329,10,10,0,NEW,20216494,커피 오어 티,2021-03-31,2555000,0.4,2555000,100,6020000,365,365,100,860,3,3
일별 박스오피스,20210330~20210330,1,1,0,OLD,20215850,고질라 VS. 콩,2021-03-25,207219160,38.5,-30406160,-12.8,3596362700,22450,-3005,-11.8,372991,1152,3534
일별 박스오피스,20210330~20210330,2,2,0,OLD,20200703,극장판 귀멸의 칼날: 무한열차편,2021-01-27,87917900,16.4,-7336740,-7.7,14452102100,9506,-759,-7.4,1501632,599,1348
일별 박스오피스,20210330~20210330,3,3,1,OLD,20205144,미나리,2021-03-03,66902040,12.4,-914850,-1.3,7552658940,7950,-9,-0.1,833368,648,1605
일별 박스오피스,20210330~20210330,4,4,-1,OLD,20216673,더 박스,2021-03-24,38552570,7.2,-28937320,-42.9,727683930,5533,-3792,-40.7,90581,214,294
일별 박스오피스,20210330~20210330,5,5,0,OLD,20216432,최면,2021-03-24,25438460,4.7,-3917710,-13.3,391813960,2883,-392,-12,42821,401,624
일별 박스오피스,20210330~20210330,6,6,0,NEW,20216492,노바디,2021-04-07,18676000,3.5,18676000,100,20391000,2668,2668,100,2913,22,22
일별 박스오피스,20210330~20210330,7,7,-1,OLD,20207443,소울,2021-01-20,8793290,1.6,1056110,13.6,18937199360,956,124,14.9,2037876,131,155
일별 박스오피스,20210330~20210330,8,8,0,OLD,20200263,라야와 마지막 드래곤,2021-03-04,7314280,1.4,1198650,19.6,2811293870,839,150,21.8,303890,182,208
일별 박스오피스,20210330~20210330,9,9,0,NEW,20205155,"조제, 호랑이 그리고 물고기들",2021-03-31,6651000,1.2,6651000,100,7479000,739,739,100,831,5,5
일별 박스오피스,20210330~20210330,10,10,0,OLD,20216494,커피 오어 티,2021-03-31,4851000,0.9,2296000,89.9,10871000,693,328,89.9,1553,7,7
일별 박스오피스,20210331~20210331,1,1,0,NEW,20197434,자산어보,2021-03-31,224902850,30.4,224902850,100,253788850,34877,34877,100,37838,1250,3900
일별 박스오피스,20210331~20210331,2,2,-1,OLD,20215850,고질라 VS. 콩,2021-03-25,190547620,25.7,-16671540,-8,3786910320,27889,5439,24.2,400880,806,2398
일별 박스오피스,20210331~20210331,3,3,-1,OLD,20200703,극장판 귀멸의 칼날: 무한열차편,2021-01-27,76730480,10.4,-11187420,-12.7,14528832580,11640,2134,22.4,1513272,518,1012
일별 박스오피스,20210331~20210331,4,4,-1,OLD,20205144,미나리,2021-03-03,61595030,8.3,-5307010,-7.9,7614253970,9815,1865,23.5,843183,539,1005
일별 박스오피스,20210331~20210331,5,5,0,NEW,20190683,아무도 없는 곳,2021-03-31,30504410,4.1,30504410,100,32862410,4468,4468,100,4730,374,542
일별 박스오피스,20210331~20210331,6,6,0,NEW,20214847,해길랍,2021-03-31,25995640,3.5,25995640,100,26491640,3844,3844,100,3907,223,293
일별 박스오피스,20210331~20210331,7,7,2,OLD,20205155,"조제, 호랑이 그리고 물고기들",2021-03-31,21222310,2.9,14571310,219.1,28701310,3170,2431,329,4001,388,713
일별 박스오피스,20210331~20210331,8,8,-4,OLD,20216673,더 박스,2021-03-24,19789800,2.7,-18762770,-48.7,747473730,2617,-2916,-52.7,93198,40,47
일별 박스오피스,20210331~20210331,9,9,1,OLD,20216494,커피 오어 티,2021-03-31,16658470,2.3,11807470,243.4,27529470,2213,1520,219.3,3766,119,161
일별 박스오피스,20210331~20210331,10,10,0,NEW,20173226,패왕별희 디 오리지널,2017-03-30,7816500,1.1,7816500,100,948698960,1328,1328,100,104951,68,88
일별 박스오피스,20210401~20210401,1,1,0,OLD,20197434,자산어보,2021-03-31,132481180,23.7,-92421670,-41.1,386270030,15973,-18904,-54.2,53811,1146,3348
일별 박스오피스,20210401~20210401,2,2,0,OLD,20215850,고질라 VS. 콩,2021-03-25,143173080,25.6,-47374540,-24.9,3930083400,15443,-12446,-44.6,416323,777,2212
일별 박스오피스,20210401~20210401,3,3,0,OLD,20200703,극장판 귀멸의 칼날: 무한열차편,2021-01-27,76523550,13.7,-206930,-0.3,14605356130,8276,-3364,-28.9,1521548,502,963
일별 박스오피스,20210401~20210401,4,4,4,OLD,20216673,더 박스,2021-03-24,38761500,6.9,18971700,95.9,786235230,5649,3032,115.9,98847,49,67
일별 박스오피스,20210401~20210401,5,5,-1,OLD,20205144,미나리,2021-03-03,38412940,6.9,-23182090,-37.6,7652666910,4639,-5176,-52.7,847822,466,822
일별 박스오피스,20210401~20210401,6,6,-1,OLD,20190683,아무도 없는 곳,2021-03-31,18015770,3.2,-12488640,-40.9,50878180,2118,-2350,-52.6,6848,343,464
일별 박스오피스,20210401~20210401,7,7,0,OLD,20205155,"조제, 호랑이 그리고 물고기들",2021-03-31,16333400,2.9,-4888910,-23,45034710,2008,-1162,-36.7,6009,359,589
일별 박스오피스,20210401~20210401,8,8,-2,OLD,20214847,해길랍,2021-03-31,14948420,2.7,-11047220,-42.5,41440060,1656,-2188,-56.9,5563,192,248
일별 박스오피스,20210401~20210401,9,9,0,NEW,20198123,아틱,2019-03-27,8601800,1.5,8601800,100,84686810,1551,1551,100,11296,43,66
일별 박스오피스,20210401~20210401,10,10,1,OLD,20216432,최면,2021-03-24,6336040,1.1,-1650610,-20.7,406136650,706,-591,-45.6,44824,112,127
일별 박스오피스,20210402~20210402,1,1,1,OLD,20215850,고질라 VS. 콩,2021-03-25,200642910,30.7,57469830,40.1,4130726310,19769,4326,28,436092,840,2413
일별 박스오피스,20210402~20210402,2,2,-1,OLD,20197434,자산어보,2021-03-31,157531880,24.1,25050700,18.9,543801910,17264,1291,8.1,71075,1179,3410
일별 박스오피스,20210402~20210402,3,3,0,OLD,20200703,극장판 귀멸의 칼날: 무한열차편,2021-01-27,110075870,16.8,33552320,43.8,14715432000,10918,2642,31.9,1532466,547,1059
일별 박스오피스,20210402~20210402,4,4,1,OLD,20205144,미나리,2021-03-03,42844820,6.6,4431880,11.5,7695511730,4588,-51,-1.1,852410,499,862
일별 박스오피스,20210402~20210402,5,5,-1,OLD,20216673,더 박스,2021-03-24,21597500,3.3,-17164000,-44.3,807832730,3176,-2473,-43.8,102023,39,48
일별 박스오피스,20210402~20210402,6,6,1,OLD,20205155,"조제, 호랑이 그리고 물고기들",2021-03-31,19026320,2.9,2692920,16.5,64061030,1992,-16,-0.8,8001,366,570
일별 박스오피스,20210402~20210402,7,7,-1,OLD,20190683,아무도 없는 곳,2021-03-31,17372920,2.7,-642850,-3.6,68251100,1924,-194,-9.2,8772,332,459
일별 박스오피스,20210402~20210402,8,8,0,OLD,20214847,해길랍,2021-03-31,14596650,2.2,-351770,-2.4,56036710,1446,-210,-12.7,7009,182,232
일별 박스오피스,20210402~20210402,9,9,1,OLD,20216432,최면,2021-03-24,8892740,1.4,2556700,40.4,415029390,921,215,30.5,45745,124,148
일별 박스오피스,20210402~20210402,10,10,4,OLD,19900204,죽은 시인의 사회,1990-05-19,6413640,1,2509140,64.3,451980040,556,110,24.7,59835,94,107
일별 박스오피스,20210403~20210403,1,1,0,OLD,20215850,고질라 VS. 콩,2021-03-25,699418700,38.2,498775790,248.6,4830145010,69647,49878,252.3,505739,1053,3373
일별 박스오피스,20210403~20210403,2,2,0,OLD,20197434,자산어보,2021-03-31,475993960,26,318462080,202.2,1019795870,50140,32876,190.4,121215,1195,4028
일별 박스오피스,20210403~20210403,3,3,0,OLD,20200703,극장판 귀멸의 칼날: 무한열차편,2021-01-27,241509510,13.2,131433640,119.4,14956941510,24409,13491,123.6,1556875,622,1366
일별 박스오피스,20210403~20210403,4,4,0,OLD,20205144,미나리,2021-03-03,114549130,6.3,71704310,167.4,7810060860,11745,7157,156,864155,571,1007
일별 박스오피스,20210403~20210403,5,5,1,OLD,20205155,"조제, 호랑이 그리고 물고기들",2021-03-31,41501120,2.3,22474800,118.1,105562150,4294,2302,115.6,12295,391,582
일별 박스오피스,20210403~20210403,6,6,11,OLD,20200263,라야와 마지막 드래곤,2021-03-04,36238460,2,33349920,1154.6,2855151310,3961,3681,1314.6,308791,194,264
일별 박스오피스,20210403~20210403,7,7,-2,OLD,20216673,더 박스,2021-03-24,25447500,1.4,3850000,17.8,833280230,3532,356,11.2,105555,36,49
일별 박스오피스,20210403~20210403,8,8,-1,OLD,20190683,아무도 없는 곳,2021-03-31,26451430,1.4,9078510,52.3,94702530,2723,799,41.5,11495,351,465
일별 박스오피스,20210403~20210403,9,9,0,OLD,20216432,최면,2021-03-24,21549900,1.2,12657160,142.3,436579290,2255,1334,144.8,48000,156,202
일별 박스오피스,20210403~20210403,10,10,-2,OLD,20214847,해길랍,2021-03-31,17922270,1,3325620,22.8,73958980,1775,329,22.8,8784,210,263
일별 박스오피스,20210404~20210404,1,1,0,OLD,20215850,고질라 VS. 콩,2021-03-25,573018730,37.1,-126399970,-18.1,5403163740,57661,-11986,-17.2,563400,1036,3352
일별 박스오피스,20210404~20210404,2,2,0,OLD,20197434,자산어보,2021-03-31,388425910,25.1,-87568050,-18.4,1408221780,41624,-8516,-17,162839,1165,3840
일별 박스오피스,20210404~20210404,3,3,0,OLD,20200703,극장판 귀멸의 칼날: 무한열차편,2021-01-27,242668380,15.7,1158870,0.5,15199609890,24586,177,0.7,1581461,624,1386
일별 박스오피스,20210404~20210404,4,4,0,OLD,20205144,미나리,2021-03-03,86329200,5.6,-28219930,-24.6,7896390060,9012,-2733,-23.3,873167,559,987
일별 박스오피스,20210404~20210404,5,5,1,OLD,20200263,라야와 마지막 드래곤,2021-03-04,36414970,2.4,176510,0.5,2891566280,4023,62,1.6,312814,198,277
