iter	Passed	Remaining
656	2770	1446
657	2774	1441
658	2777	1437
659	2782	1433
660	2785	1428
661	2790	1424
662	2795	1420
663	2799	1416
664	2803	1412
665	2807	1407
666	2811	1403
667	2815	1399
668	2820	1395
669	2825	1391
670	2829	1387
671	2834	1383
672	2838	1379
673	2842	1374
674	2846	1370
675	2850	1366
676	2854	1362
677	2859	1357
678	2862	1353
679	2867	1349
680	2871	1345
681	2875	1340
682	2878	1335
683	2882	1331
684	2886	1327
685	2890	1323
686	2894	1318
687	2898	1314
688	2902	1309
689	2906	1305
690	2910	1301
691	2914	1297
692	2918	1292
693	2922	1288
694	2926	1284
695	2930	1280
696	2935	1275
697	2939	1271
698	2943	1267
699	2947	1263
700	2950	1258
701	2954	1254
702	2959	1250
703	2963	1246
704	2967	1241
705	2971	1237
706	2974	1232
707	2978	1228
708	2982	1224
709	2986	1219
710	2991	1215
711	2995	1211
712	2999	1207
713	3004	1203
714	3008	1199
715	3013	1195
716	3017	1191
717	3022	1187
718	3026	1182
719	3030	1178
720	3035	1174
721	3039	1170
722	3043	1166
723	3047	1161
724	3052	1157
725	3056	1153
726	3060	1149
727	3064	1145
728	3068	1140
729	3072	1136
730	3076	1132
731	3080	1127
732	3084	1123
733	3088	1119
734	3092	1115
735	3096	1110
736	3100	1106
737	3104	1102
738	3108	1097
739	3112	1093
740	3116	1089
741	3120	1085
742	3124	1080
743	3127	1076
744	3131	1071
745	3135	1067
746	3139	1063
747	3143	1059
748	3147	1054
749	3152	1050
750	3156	1046
751	3160	1042
752	3164	1037
753	3168	1033
754	3171	1029
755	3176	1025
756	3180	1020
757	3184	1016
758	3188	1012
759	3192	1008
760	3196	1003
761	3201	999
762	3206	995
763	3211	991
764	3215	987
765	3219	983
766	3223	979
767	3227	974
768	3231	970
769	3235	966
770	3239	962
771	3243	957
772	3247	953
773	3251	949
774	3255	945
775	3259	940
776	3263	936
777	3267	932
778	3271	928
779	3275	923
780	3279	919
781	3283	915
782	3287	911
783	3291	906
784	3295	902
785	3299	898
786	3303	894
787	3308	890
788	3312	885
789	3316	881
790	3321	877
791	3324	873
792	3328	868
793	3332	864
794	3336	860
795	3340	856
796	3344	851
797	3348	847
798	3352	843
799	3356	839
800	3360	834
801	3364	830
802	3368	826
803	3373	822
804	3377	818
805	3381	813
806	3385	809
807	3391	805
808	3395	801
809	3400	797
810	3404	793
811	3408	789
812	3412	784
813	3417	780
814	3420	776
815	3424	772
816	3428	767
817	3432	763
818	3437	759
819	3441	755
820	3446	751
821	3450	747
822	3454	742
823	3457	738
824	3462	734
825	3466	730
826	3469	725
827	3473	721
828	3478	717
829	3482	713
830	3486	709
831	3491	705
832	3495	700
833	3500	696
834	3504	692
835	3508	688
836	3513	684
837	3517	679
838	3521	675
839	3525	671
840	3530	667
841	3534	663
842	3538	658
843	3542	654
844	3546	650
845	3550	646
846	3554	642
847	3558	637
848	3563	633
849	3566	629
850	3571	625
851	3575	621
852	3580	616
853	3583	612
854	3588	608
855	3593	604
856	3598	600
857	3602	596
858	3607	592
859	3612	588
860	3615	583
861	3620	579
862	3624	575
863	3628	571
864	3632	566
865	3636	562
866	3640	558
867	3644	554
868	3648	549
869	3652	545
870	3656	541
871	3660	537
872	3664	533
873	3668	528
874	3672	524
875	3676	520
876	3680	516
877	3684	512
878	3688	507
879	3692	503
880	3697	499
881	3700	495
882	3705	491
883	3709	486
884	3714	482
885	3718	478
886	3722	474
887	3726	470
888	3730	465
889	3734	461
890	3738	457
891	3742	453
892	3746	448
893	3750	444
894	3754	440
895	3758	436
896	3763	432
897	3767	427
898	3772	423
899	3776	419
900	3780	415
901	3785	411
902	3791	407
903	3796	403
904	3801	399
905	3805	394
906	3810	390
907	3814	386
908	3819	382
909	3824	378
910	3829	374
911	3833	369
912	3838	365
913	3842	361
914	3847	357
915	3852	353
916	3857	349
917	3861	344
918	3866	340
919	3870	336
920	3874	332
921	3878	328
922	3881	323
923	3886	319
924	3891	315
925	3895	311
926	3900	307
927	3905	303
928	3910	298
929	3915	294
930	3920	290
931	3925	286
932	3929	282
933	3933	277
934	3937	273
935	3943	269
936	3947	265
937	3952	261
938	3957	257
939	3963	252
940	3967	248
941	3972	244
942	3977	240
943	3982	236
944	3986	232
945	3991	227
946	3996	223
947	4003	219
948	4007	215
949	4011	211
950	4015	206
951	4021	202
952	4026	198
953	4031	194
954	4035	190
955	4041	185
956	4045	181
957	4050	177
958	4055	173
959	4060	169
960	4063	164
961	4068	160
962	4072	156
963	4077	152
964	4081	148
965	4086	143
966	4090	139
967	4095	135
968	4100	131
969	4105	126
970	4109	122
971	4114	118
972	4119	114
973	4123	110
974	4127	105
975	4131	101
976	4135	97
977	4139	93
978	4143	88
979	4147	84
980	4151	80
981	4155	76
982	4160	71
983	4164	67
984	4169	63
985	4174	59
986	4179	55
987	4183	50
988	4187	46
989	4191	42
990	4195	38
991	4199	33
992	4204	29
993	4209	25
994	4213	21
995	4218	16
996	4222	12
997	4227	8
998	4231	4
999	4236	0
