MOVIE_ID,totCnt,MovieCd,MovieNm(csv),movieNm(api),showTm,prdtYear,openDt,typeNm,nationNm,genreNm,watchGrade
0,0,20156921,걸어서하늘까지(1992),,,,,,,,
1,1,20175865,너와극장에서,너와 극장에서,79,2017,20180628,옴니버스,한국,드라마,12세이상관람가
2,0,20175865,가려진시간[가치봄],,,,,,,,
3,6,20175865,그링고,,,,,,,,
4,0,20175865,스위치(2010),,,,,,,,
5,2,20175865,국도극장,,,,,,,,
6,1,20020199,맨인블랙2,맨 인 블랙 2,88,2002,20020710,장편,미국,SF,12세관람가
8,1,20209222,곤조는못말려,곤조는 못말려,99,2010,,장편,미국,코미디,
9,1,20195985,손오공:색즉시공,손오공: 색즉시공,99,2017,,장편,중국,판타지,
10,1,20156181,13이어리,13 이어리,85,2013,20150121,장편,캐나다,공포(호러),청소년관람불가
11,1,20156207,앵그리버드더무비,앵그리버드 더 무비,97,2016,20160519,장편,미국,애니메이션,전체관람가
12,1,2022A539,백조공주:왕실결혼식,백조공주: 왕실 결혼식,,2020,,온라인전용,미국,애니메이션,
13,0,2022A539,"좀비들의도시,베가스",,,,,,,,
14,1,20182403,크레이지리치아시안,크레이지 리치 아시안,120,2018,20181025,장편,미국,멜로/로맨스,12세이상관람가
15,0,20182403,신정무문2-뇌전영웅,,,,,,,,
16,21,20182403,벌룬,,,,,,,,
17,0,20182403,뤽베송의마지막전투,,,,,,,,
18,1,20205366,프리댄스,프리댄스,103,2018,,장편,루마니아,멜로/로맨스,
19,1,20048059,미키의크리스마스선물,미키의 크리스마스 선물,67,2004,,장편,미국,애니메이션,전체관람가
20,1,20050228,보글보글스폰지밥,보글보글 스폰지밥(애니),87,2004,20050930,장편,미국,애니메이션,전체관람가
21,0,20050228,오버로드(2018),,,,,,,,
22,0,20050228,철권:블러드벤젠스,,,,,,,,
23,1,20050110,연애의목적,연애의 목적,121,2005,20050610,장편,한국,드라마,18세관람가
24,1,2022A564,블랙클랜스맨,블랙클랜스맨,,2018,,온라인전용,미국,코미디,
25,1,20189866,나이트메어비긴즈,나이트메어 비긴즈,93,2017,20180901,장편,영국,공포(호러),15세이상관람가
26,1,20172404,올드마린보이,올드마린보이,84,2017,20171102,장편,한국,다큐멘터리,전체관람가
27,4,20172404,마법에걸린사랑,,,,,,,,
28,4,20172404,바이더씨,,,,,,,,
29,0,20172404,디즈니네이쳐:베어,,,,,,,,
30,1,20203163,윙오브스틸,윙 오브 스틸,100,2018,,장편,체코,드라마,
31,1,20209467,전설의파이터,전설의 파이터,89,2020,20200616,장편,한국,액션,청소년관람불가
32,1,20132063,포레스트로빈후드,포레스트 로빈후드,93,2009,,장편,캐나다,액션,
33,1,20191106,영화로운나날,영화로운 나날,86,2019,20191212,장편,한국,멜로/로맨스,12세이상관람가
34,2,20191106,소시민,,,,,,,,
36,0,20191106,촉산(1983),,,,,,,,
37,1,20110656,슈퍼에이트,슈퍼 에이트,112,2011,20110616,장편,미국,SF,12세이상관람가
38,1,20177845,지워야산다,지워야 산다,72,2017,20171123,장편,한국,범죄,청소년관람불가
39,0,20177845,얼굴없는보스:못다한이야기[감독판],,,,,,,,
40,1,20166602,그대이름은장미,그대 이름은 장미,125,2016,20190116,장편,한국,코미디,12세이상관람가
41,1,20070416,약지의표본,약지의 표본,104,2005,20070823,장편,프랑스,드라마,청소년관람불가
42,0,20070416,천장지구(1990),,,,,,,,
43,5,20070416,그남자그여자,,,,,,,,
44,1,2022A458,"로만J이스라엘,에스콰이어","로만 J 이스라엘, 에스콰이어",,2017,,온라인전용,미국,범죄,
45,1,20150250,하우스오브다크,하우스 오브 다크,109,2014,20150625,장편,스페인,공포(호러),15세이상관람가
46,1,20175782,분노의전차군단,분노의 전차군단,87,2014,20170508,장편,미국,액션,15세이상관람가
47,0,20175782,패션왕[가치봄],,,,,,,,
48,0,20175782,퍼펙트크라임(2015),,,,,,,,
49,1,20182927,배드키즈아카데미,배드 키즈 아카데미,101,2017,,장편,미국,액션,
50,1,20156921,익스트랙션데이,익스트랙션 데이,105,2014,20150225,장편,미국,액션,15세이상관람가
51,0,20156921,살인의뢰[요약판],,,,,,,,
52,1,20181061,완벽한망상,완벽한 망상,74,2016,20180202,장편,미국,공포(호러),청소년관람불가
53,1,20208872,더발트:최후의전사,더 발트 : 최후의 전사,97,2020,,장편,헝가리,다큐멘터리,15세이상관람가
54,1,20182748,알리바이닷컴,알리바이 닷 컴,89,2017,20181107,장편,프랑스,코미디,15세이상관람가
55,1,20182561,당갈,당갈,160,2016,20180425,장편,인도,액션,12세이상관람가
56,1,20136214,독수리착륙하다,독수리 착륙하다,123,1976,,장편,영국,전쟁,
57,1,20113981,디센던트,디센던트,115,2011,20120216,장편,미국,코미디,15세이상관람가
58,3,20113981,블레어윗치,,,,,,,,
59,1,19930242,지옥의슬로터,지옥의 슬로터,103,1993,19931119,장편,미국,스릴러,중학생이상관람가
60,1,20152523,캠퍼스어택:크리스티처결단,캠퍼스 어택 크리스티 처결단,84,2014,20150805,장편,미국,스릴러,15세이상관람가
61,0,20152523,지퍼스크리퍼스2(2003),,,,,,,,
62,1,20133704,그렇게아버지가된다,그렇게 아버지가 된다,120,2013,20131219,장편,일본,드라마,전체관람가
63,0,20133704,사랑하기때문에[가치봄],,,,,,,,
64,1,20158309,스트라디바리우,스트라디바리우,110,1988,,장편,이탈리아,드라마,
65,0,20158309,가디언즈오브갤럭시[3D],,,,,,,,
66,1,20148547,무비43,무비 43,97,2013,,장편,미국,코미디,청소년관람불가
67,1,20078744,뮤직위딘,뮤직 위딘,93,2007,,장편,미국,드라마,15세이상관람가
68,1,2022A047,프릭스오브네이처,프릭스 오브 네이처,,2015,,온라인전용,미국,공포(호러),
69,1,20177052,이월화개,이월화개,93,2017,20170530,장편,중국,액션,15세이상관람가
70,1,20172245,미스터락스타,미스터 락스타,87,2016,,장편,미국,코미디,12세이상관람가
71,4,20172245,하이눈,,,,,,,,
72,0,20172245,[OCEAN공개]태양의소녀들,,,,,,,,
73,117,20172245,한나,,,,,,,,
74,2,20172245,당신을기다리는시간,,,,,,,,
75,0,20172245,신과함께:인과연[가치봄],,,,,,,,
76,0,20172245,엘리자베스(1998),,,,,,,,
77,1,20136887,아메리칸허슬,아메리칸 허슬,137,2013,20140220,장편,미국,범죄,청소년관람불가
78,1,20132823,해피니스네버컴즈얼론,해피니스 네버 컴즈 얼론,109,2012,,장편,프랑스,코미디,청소년관람불가
79,1,20182323,임을위한행진곡,임을 위한 행진곡,104,2018,20180516,장편,한국,드라마,15세이상관람가
80,2,20182323,카페뤼미에르,,,,,,,,
81,1,2022A823,크래프트:레거시,크래프트: 레거시,,2020,,온라인전용,미국,드라마,
82,1,20175738,익스토션,익스토션,108,2017,,장편,미국,액션,
83,1,2022A392,더해칭,더 해칭,,2016,,온라인전용,영국,액션,
84,4,2022A392,애프터라이프,,,,,,,,
85,1,20165764,펠로니,펠로니,107,2013,20160728,장편,호주,스릴러,15세이상관람가
86,1,20080257,"동거,동락","동거, 동락",101,2007,20080327,장편,한국,멜로/로맨스,청소년관람불가
87,1,20171861,사랑에빠진여자,사랑에 빠진 여자,99,2016,20170317,장편,폴란드,멜로/로맨스,청소년관람불가
88,1,19778188,열외인간,열외인간,90,1977,,,,,
89,1,19990319,터뷸런스2,터뷸런스 2,100,1999,19991227,장편,미국,액션,12세관람가
90,1,20147487,기억속에퍼즐,기억속에 퍼즐,100,2012,20140123,장편,영국,스릴러,15세이상관람가
91,2,20147487,사랑이눈뜰때,,,,,,,,
92,0,20147487,비디오를보는남자(2002),,,,,,,,
93,1,20192753,데드돈다이,데드 돈 다이,104,2019,20190731,장편,미국,코미디,15세이상관람가
94,7,20192753,상흔,,,,,,,,
95,0,20192753,살인게임(2015),,,,,,,,
96,0,20192753,마스터(2016)[가치봄],,,,,,,,
97,1,19900248,백투더퓨쳐3,빽 투 더 퓨쳐 3,117,1990,19900714,장편,미국,SF,연소자관람가
98,1,20154952,고스트브라이드,고스트 브라이드,,2013,,장편,뉴질랜드,판타지,
99,1,20216106,북두의신,북두의 신,71,2019,,장편,중국,액션,
100,1,20162564,사랑과음악사이,사랑과 음악사이,103,2015,20160427,장편,미국,멜로/로맨스,15세이상관람가
102,1,20203522,블러드하운드,블러드하운드,72,2020,20210107,장편,미국,미스터리,15세이상관람가
103,0,20203522,취화선(2002),,,,,,,,
104,1,20201242,U311,U311,94,2019,,장편,우크라이나,전쟁,15세이상관람가
105,0,20201242,미드나잇선(2018),,,,,,,,
106,1,20180554,방가자,방가자,94,2017,,장편,중국,액션,15세이상관람가
107,1,20179403,레스토레이션:저주의시작,레스토레이션: 저주의 시작,90,2016,,장편,미국,공포(호러),
108,100,20179403,풍경,,,,,,,,
109,1,20068639,스캐너다클리,스캐너 다클리,100,2006,,장편,미국,범죄,
110,1,20191548,스트립댄서:음란살인사건,스트립댄서:음란살인사건,100,2017,,장편,미국,기타,청소년관람불가
111,1,20180985,파라노말하우스,파라노말 하우스,97,2018,20180930,장편,미국,스릴러,15세이상관람가
112,41,20180985,스파이더,,,,,,,,
113,1,20193001,추하고더럽고미천한,추하고 더럽고 미천한,115,1976,,장편,이탈리아,코미디,
114,0,20193001,레고배트맨:더무비(2013),,,,,,,,
115,0,20193001,퍼니게임(1997),,,,,,,,
116,3,20193001,미니언즈,,,,,,,,
117,1,20120105,누구나제명에죽고싶다,누구나 제 명에 죽고 싶다,85,2012,20130314,장편,한국,드라마,청소년관람불가
118,1,20149501,사선의끝,사선의 끝,90,2019,20191030,장편,한국,드라마,15세이상관람가
119,1,2022A728,월드워:좀비의공습,월드 워: 좀비의 공습,,2008,,온라인전용,미국,공포(호러),
120,1,20214889,로그시티,로그시티,115,2020,20210211,장편,프랑스,범죄,청소년관람불가
121,1,20209287,블러드샷,블러드샷,109,2020,20200521,장편,미국,액션,15세이상관람가
122,11,20209287,그럼에도불구하고,,,,,,,,
123,1,20209841,겟아웃얼라이브,겟 아웃 얼라이브,85,2020,,장편,영국,액션,
124,2,20209841,폐쇄병동,,,,,,,,
125,1,20195491,혼:공포의시작,혼 : 공포의 시작,80,2019,20200213,장편,한국,공포(호러),12세이상관람가
126,0,20195491,엘라의계곡(2007),,,,,,,,
127,0,20195491,매드헌터,,,,,,,,
128,1,20050042,"지금,만나러갑니다","지금, 만나러 갑니다",118,2004,20050325,장편,일본,드라마,12세관람가
129,0,20050042,더로드(2009),,,,,,,,
130,1,20173693,어쌔신:더비기닝,어쌔신: 더 비기닝,111,2017,20171207,장편,미국,액션,15세이상관람가
131,0,20173693,그사람추기경(2013),,,,,,,,
132,3,20173693,스페이스워,,,,,,,,
133,4,20173693,1987,,,,,,,,
134,0,20173693,화장실어디에요?,,,,,,,,
135,0,20173693,에일리언어브덕션(2014),,,,,,,,
136,23,20173693,여고생,,,,,,,,
137,1,20134435,아야의밤엔사랑이필요해,아야의 밤엔 사랑이 필요해,88,2013,20140814,장편,프랑스,애니메이션,15세이상관람가
138,0,20134435,택시:더맥시멈,,,,,,,,
139,1,20152871,스파이브릿지,스파이 브릿지,141,2015,20151105,장편,미국,스릴러,12세이상관람가
140,1,20100070,셜록홈즈_녹색옷의여인,셜록홈즈: 녹색옷의 여인,68,1945,,장편,미국,공포(호러),
141,1,20180628,액슬,액슬,98,2018,20181018,장편,미국,액션,12세이상관람가
142,1,2022A530,바시티블러드,바시티 블러드,,2014,,온라인전용,미국,공포(호러),
143,1,20140604,윈터스테일,윈터스 테일,118,2014,,장편,미국,드라마,
144,0,20140604,그것만이내세상[가치봄],,,,,,,,
145,1,20166283,시클루젼:죽음의캠프,시클루젼 : 죽음의캠프,91,2015,20161213,장편,미국,공포(호러),청소년관람불가
146,0,20166283,뜨는뉴욕브루클린,,,,,,,,
147,1,20206381,아이.티.,아이.티.,95,2016,,장편,미국,범죄,
148,1,20132120,러시:더라이벌,러시 : 더 라이벌,122,2013,20131009,장편,미국,액션,청소년관람불가
149,1,2022A177,나이트스쿨,나이트 스쿨,,2018,,온라인전용,미국,드라마,
150,0,2022A177,복수(1970),,,,,,,,
151,9,2022A177,나홀로집에,,,,,,,,
152,0,2022A177,금발이너무해2(2003),,,,,,,,
153,0,2022A177,크라잉게임(1992),,,,,,,,
154,4,2022A177,각설탕,,,,,,,,
155,1,20184576,어쌔신더엑스,어쌔신 더 엑스,101,2016,20211111,장편,미국,액션,15세이상관람가
156,1,20180241,킬러의보이프렌드,킬러의 보이프렌드,95,2017,20180213,장편,미국,범죄,청소년관람불가
157,0,20180241,브루스브라더스(1980),,,,,,,,
158,2,20180241,해피로그,,,,,,,,
159,3,20180241,슈퍼맨이었던사나이,,,,,,,,
160,3,20180241,도망친여자,,,,,,,,
161,124,20180241,우리들,,,,,,,,
162,1,20176050,우리사이의거대한산,우리 사이의 거대한 산,112,2017,,장편,미국,액션,
164,5,20176050,관종,,,,,,,,
165,1,20171782,우리집멍멍이진진과아키다,우리집 멍멍이 진진과 아키다,67,2016,,장편,한국,애니메이션,12세이상관람가
166,2,20171782,리젠드,,,,,,,,
167,1,20190268,세트플레이,세트플레이,84,2018,20201210,장편,한국,드라마,청소년관람불가
168,1,20152121,리그레션,리그레션,106,2015,20151015,장편,스페인,스릴러,15세이상관람가
169,72,20152121,궁합,,,,,,,,
170,1,20125648,코인라커,코인라커,95,2015,20150528,장편,한국,드라마,청소년관람불가
171,6,20125648,마이보이,,,,,,,,
172,1,20152235,파인더스키퍼스,파인더스 키퍼스,82,2015,,장편,미국,다큐멘터리,
173,1,19520006,몽키비지니스,몽키 비지니스,97,1952,,장편,미국,SF,
174,3,19520006,간츠,,,,,,,,
175,2,19520006,비틀쥬스,,,,,,,,
176,3,19520006,서울역,,,,,,,,
177,1,20139401,찌라시:위험한소문,찌라시: 위험한 소문,121,2013,20140220,장편,한국,범죄,15세이상관람가
178,1,20021261,타임체인저,타임 체인저,97,2002,20161229,장편,미국,SF,12세이상관람가
179,1,20148835,케이트맥콜,케이트 맥콜,92,2013,20140522,장편,미국,스릴러,15세이상관람가
180,1,20188144,0.0mhz,0.0MHz,101,2018,20190529,장편,한국,공포(호러),15세이상관람가
181,0,20188144,컨뎀드(2007),,,,,,,,
182,1,2022A744,이름들로만든노래,이름들로 만든 노래,,2019,,온라인전용,캐나다,드라마,
184,0,2022A744,사구(1984),,,,,,,,
185,1,19608015,지하철의소녀,지하철의 소녀,89,1960,,,,,
186,1,20197401,신의은총으로,신의 은총으로,137,2019,20200116,장편,프랑스,드라마,15세이상관람가
188,1,20030132,불어라봄바람,불어라 봄바람,111,2003,20030904,장편,한국,코미디,15세관람가
189,34,20030132,제트,,,,,,,,
190,3,20030132,저산너머,,,,,,,,
191,6,20030132,멋진인생,,,,,,,,
192,1,20178469,올더머니,올 더 머니,132,2017,20180201,장편,미국,범죄,15세이상관람가
193,0,20178469,척앤래리(2007),,,,,,,,
194,1,20153502,런테이큰,런 테이큰,93,2012,,장편,캐나다,액션,15세이상관람가
195,0,20153502,로스타임라이프후반전2,,,,,,,,
196,1,20157225,보스를죽여라,보스를 죽여라,75,2013,,장편,일본,액션,15세이상관람가
197,1,19910227,귀경출사,귀경출사,94,1990,19910601,장편,홍콩,코미디,고등학생이상관람가
198,1,20030038,드럼라인,드럼라인,119,2003,20030411,장편,미국,드라마,12세관람가
199,0,20030038,나를잊지말아요[가치봄],,,,,,,,
200,10,20030038,황금나침반,,,,,,,,
201,1,20193826,고잉투브라질,고잉 투 브라질,94,2016,,장편,프랑스,코미디,
202,0,20193826,헤이데이(2016),,,,,,,,
203,0,20193826,7년:그들이없는언론,,,,,,,,
204,1,20191746,부랑자들의거리:거터버그,부랑자들의 거리: 거터버그,100,2019,,장편,미국,드라마,
205,3,20191746,우먼인할리우드,,,,,,,,
206,1,20181741,예스평창!,예스 평창!,90,2018,20180308,장편,한국,다큐멘터리,전체관람가
207,1,20183480,쿵푸트래블러:북퇴,쿵푸 트래블러 : 북퇴,91,2017,,장편,중국,액션,12세이상관람가
208,8,20183480,써커,,,,,,,,
209,17,20183480,랑데부,,,,,,,,
210,1,20174621,청춘연애,청춘연애,99,2015,20170420,장편,중국,멜로/로맨스,12세이상관람가
212,3,20174621,아빠가돌아왔다,,,,,,,,
213,4,20174621,"한양빌라,401호",,,,,,,,
214,1,2022A085,하우스오브굿앤이블,하우스 오브 굿 앤 이블,,2013,,온라인전용,미국,공포(호러),
215,1,20090450,야스쿠니,야스쿠니,123,2007,20090806,장편,중국,다큐멘터리,12세이상관람가
216,1,20149008,홈프론트-하드액션,홈프론트-하드액션,100,2013,20140619,장편,미국,액션,청소년관람불가
217,1,20204050,루시드:자각몽,루시드: 자각몽,84,2019,20200124,장편,영국,SF,15세이상관람가
218,0,20204050,캠퍼스레전드(1998),,,,,,,,
219,2,20204050,천장지구2,,,,,,,,
220,0,20204050,오르가즘다이어리:브릴리언트러브,,,,,,,,
221,1,20203545,아자미의모든것,아자미의 모든 것,113,2020,,장편,일본,멜로/로맨스,
222,1,20050004,네버랜드를찾아서,네버랜드를 찾아서,101,2004,20050225,장편,미국,드라마,12세관람가
223,1,20203544,슬픈천사의발라드,슬픈 천사의 발라드,91,2020,,장편,일본,멜로/로맨스,
224,1,20208201,사랑에세이,사랑 에세이,98,2018,,장편,이탈리아,드라마,
225,1,20112621,셜록홈즈:그림자게임,셜록홈즈 : 그림자 게임,128,2011,20111221,장편,미국,액션,15세이상관람가
226,1,20123383,화이:괴물을삼킨아이,화이: 괴물을 삼킨 아이,125,2013,20131009,장편,한국,액션,청소년관람불가
227,2,20123383,프레데터스,,,,,,,,
228,1,20100059,"양한마리,양두마리","양 한 마리, 양 두 마리",104,2009,20111201,장편,한국,드라마,12세이상관람가
229,1,20088827,웬디와루시,웬디와 루시,80,2008,,장편,미국,드라마,
230,1,20161980,좀비:새벽의저주,좀비 : 새벽의 저주,91,2014,20160225,장편,미국,공포(호러),청소년관람불가
232,1,20189248,제멋대로떨고있어,제멋대로 떨고 있어,117,2017,,장편,일본,코미디,12세이상관람가
233,1,20180802,러브리스,러브리스,126,2017,20190418,장편,러시아,드라마,15세이상관람가
234,0,20180802,캣츠뮤지컬특별공연,,,,,,,,
235,1,20193171,크레이지특공대,크레이지 특공대,77,2017,,장편,미국,액션,
236,1,20158804,블링크:침묵의시간,블링크 : 침묵의 시간,92,2014,,장편,미국,미스터리,15세이상관람가
237,2,20158804,어바웃타임,,,,,,,,
238,2,20158804,대디스홈,,,,,,,,
239,1,20196081,9월의사랑과만날때까지,9월의 사랑과 만날 때까지,105,2019,,장편,일본,멜로/로맨스,전체관람가
240,1,20060088,마이캡틴김대출,마이 캡틴 김대출,104,2006,20060420,장편,한국,코미디,12세관람가
241,0,20060088,세인트아가타[별도편성][예고편],,,,,,,,
242,0,20060088,서치아웃[별도편성][예고편],,,,,,,,
243,1,20113911,해피피트2,해피 피트 2,100,2011,20120202,장편,호주,애니메이션,전체관람가
244,0,20113911,가슴배구단(2009),,,,,,,,
245,1,20145142,갓헬프더걸,갓 헬프 더 걸,111,2014,20150212,장편,영국,뮤지컬,15세이상관람가
246,1,20185361,두번할까요,두번할까요,112,2019,20191017,장편,한국,코미디,15세이상관람가
247,1,2022A190,스파이더맨:얼티밋빌런쇼다운,스파이더맨: 얼티밋 빌런 쇼다운,,2002,,온라인전용,미국,애니메이션,
248,0,2022A190,건파이터(1950),,,,,,,,
249,1,2022A254,캡틴아파치,캡틴 아파치,,1971,,온라인전용,영국,드라마,
250,1,20121222,핏불테리아,핏불테리아,70,2012,20121023,장편,한국,액션,청소년관람불가
251,132,20121222,선물,,,,,,,,
252,0,20121222,"그날,바다[가치봄]",,,,,,,,
253,0,20121222,동화(2018),,,,,,,,
254,1,20050229,4브라더스,4 브라더스,108,2005,20051014,장편,미국,액션,18세관람가
255,2,20050229,매직마이크,,,,,,,,
256,1,20154521,브루클린의멋진주말,브루클린의 멋진 주말,92,2014,20160121,장편,미국,드라마,12세이상관람가
257,1,20168669,아주긴변명,아주 긴 변명,124,2016,20170216,장편,일본,드라마,15세이상관람가
258,1,20162927,오마이파파,오 마이 파파,96,2016,20161110,장편,한국,다큐멘터리,전체관람가
259,1,20150747,어게인:끝없는도전,어게인: 끝없는 도전,119,2014,,장편,일본,드라마,12세이상관람가
260,0,20150747,사라진시간(2019)[별도편성][예고편],,,,,,,,
261,0,20150747,쓰리:메모리즈,,,,,,,,
262,1,20207341,레이니데이인뉴욕,레이니 데이 인 뉴욕,92,2019,20200506,장편,미국,코미디,15세이상관람가
263,1,20184141,코르시카의형제들,코르시카의 형제들,108,2017,,장편,프랑스,드라마,
264,1,19970099,잉글리쉬페이션트,잉글리쉬 페이션트,161,1996,19970315,장편,미국,멜로/로맨스,연소자관람불가
265,1,2022A380,더뉴로맨틱,더 뉴 로맨틱,,2018,,온라인전용,캐나다,코미디,
266,1,20143315,테레즈데케루,테레즈 데케루,110,2012,20141204,장편,프랑스,드라마,15세이상관람가
267,1,20160477,나의연기워크샵,나의 연기 워크샵,118,2016,20171228,장편,한국,드라마,15세이상관람가
268,0,20160477,길(1954),,,,,,,,
269,0,20160477,독고리와인드(2018)[상],,,,,,,,
270,0,20160477,케이프피어(1962),,,,,,,,
271,0,20160477,페티쉬(2007),,,,,,,,
272,32,20160477,리노,,,,,,,,
273,1,2022A103,아이엠어좀비,아이 엠 어 좀비,,2015,,온라인전용,미국,SF,
274,1,20060049,굿나잇앤굿럭,굿나잇 앤 굿럭,93,2005,20060316,장편,미국,드라마,12세관람가
275,1,20168183,콩:스컬아일랜드,콩: 스컬 아일랜드,118,2017,20170308,장편,미국,액션,12세이상관람가
276,11,20168183,스틸라이프,,,,,,,,
277,0,20168183,더베일(2017),,,,,,,,
278,7,20168183,기적의피아노,,,,,,,,
279,1,20070495,거침없이쏴라!슛뎀업,거침없이 쏴라! 슛뎀업,86,2007,20071011,장편,미국,액션,청소년관람불가
280,1,20189288,트립투하코네,트립 투 하코네,97,2015,20180928,장편,일본,드라마,12세이상관람가
281,0,20189288,버니드롭(2011),,,,,,,,
282,1,2022A125,북오브헨리,북 오브 헨리,,2016,,온라인전용,미국,드라마,
284,1,20193361,아메리칸레슬러:더위저드,아메리칸 레슬러: 더 위저드,116,2016,20190925,장편,미국,드라마,12세이상관람가
285,1,20194970,프라이빗워,프라이빗 워,111,2018,,장편,미국,전쟁,
287,0,20194970,고보이즈:마지막잎새프로젝트,,,,,,,,
288,0,20194970,영아담(2003),,,,,,,,
289,1,20189041,작전명덩케르크,작전명 덩케르크,94,2017,20180901,장편,미국,전쟁,15세이상관람가
290,1,20149374,홈프론트-가족을지켜라,홈프론트-가족을 지켜라,96,2013,20140618,장편,미국,액션,15세이상관람가
291,5,20149374,파괴자,,,,,,,,
292,1,20164526,"나의위대한친구,세잔","나의 위대한 친구, 세잔",113,2016,20161215,장편,프랑스,드라마,15세이상관람가
293,1,20186707,오늘도위위,오늘도 위위,70,2018,20191017,장편,한국,드라마,전체관람가
294,6,20186707,귀신이산다,,,,,,,,
295,199,20186707,비행,,,,,,,,
296,1,20202588,천년여우구미호,천년여우 구미호,74,2020,20201203,장편,한국,멜로/로맨스,청소년관람불가
297,1,20178324,초능력자제레미,초능력자 제레미,89,2016,20170914,장편,미국,드라마,15세이상관람가
298,3,20178324,라디오스타,,,,,,,,
299,0,20178324,에어리언플래닛,,,,,,,,
300,1,20175143,우리는같은꿈을꾼다,우리는 같은 꿈을 꾼다,115,2017,20171130,장편,헝가리,드라마,청소년관람불가
301,0,20175143,인투더와일드(2007),,,,,,,,
302,1,20136515,피트스몰스이즈데드,피트 스몰스 이즈 데드,94,2010,,장편,미국,코미디,15세이상관람가
303,1,20124062,연가시,연가시,109,2012,20120705,장편,한국,공포(호러),15세이상관람가
304,0,20124062,컨저링:마녀의인형,,,,,,,,
305,1,20138947,언디스퓨티드:1대100의혈투,언디스퓨티드: 1대100의 혈투,98,2012,20130607,장편,캐나다,액션,청소년관람불가
306,1,20174201,분노의위치헌터,분노의 위치 헌터,89,2013,20170411,장편,미국,스릴러,15세이상관람가
307,1,20174205,하트스톤,하트스톤,129,2016,20190425,장편,아이슬란드,드라마,12세이상관람가
308,0,20174205,목격자[가치봄],,,,,,,,
309,1,20218983,호날두:세상은그의발아래에,호날두: 세상은 그의 발 아래에,57,2014,,장편,미국,다큐멘터리,전체관람가
310,1,20204304,지워진사람들:Erased,지워진 사람들: Erased,82,2018,,장편,기타,드라마,
311,3,20204304,태평륜,,,,,,,,
312,5,20204304,아마조니아,,,,,,,,
313,2,20204304,살인의뢰,,,,,,,,
314,1,20147912,"더웨이,웨이백","더 웨이, 웨이 백",103,2013,,장편,미국,코미디,12세이상관람가
315,1,20203033,완벽한크리스천여친대작전,완벽한 크리스천 여친 대작전,83,2020,,장편,미국,드라마,
316,0,20203033,소녀검객아즈미대혈전(2003),,,,,,,,
317,1,20153221,닌자헌터-사냥의시작,닌자헌터-사냥의 시작,101,2015,20150812,장편,일본,액션,청소년관람불가
318,1,20189728,포레스트:위험한신고식,포레스트: 위험한 신고식,77,2018,20180821,장편,미국,공포(호러),청소년관람불가
319,1,2022A079,스트립클럽,스트립 클럽 (스트립 클럽 슬레이어),,2014,,온라인전용,미국,드라마,
320,1,20158082,투캅스인파리,투캅스 인 파리,94,2012,20150326,장편,프랑스,액션,청소년관람불가
321,1,2022A117,찰리채플린걸작선3,찰리 채플린 걸작선 3,,2017,,온라인전용,영국,드라마,
322,0,2022A117,노맨스랜드(2001),,,,,,,,
323,1,20124739,백만달러의사랑,멋쟁이,123,1966,,장편,미국,코미디,
324,3,20124739,나를찾아줘,,,,,,,,
325,2,20124739,엄마의레시피,,,,,,,,
326,1,20135092,버레스크,버레스크,118,2010,,장편,미국,뮤지컬,15세이상관람가
327,0,20135092,고양이:죽음을보는두개의눈(2011),,,,,,,,
328,2,20135092,잭애스프레젠트:배드그랜파,,,,,,,,
329,16,20135092,러브레터,,,,,,,,
330,1,20152642,아이히만쇼,아이히만 쇼,96,2015,20170301,장편,영국,드라마,15세이상관람가
331,1,20160821,레이디수잔,레이디 수잔,93,2016,20161124,장편,영국,드라마,12세이상관람가
332,0,20160821,주온[극장판],,,,,,,,
333,1,20142141,세상의끝에서커피한잔,세상의 끝에서 커피 한잔,119,2014,20151105,장편,일본,드라마,12세이상관람가
334,1,20137026,방콕아드레날린,방콕 아드레날린,87,2009,,장편,태국,액션,청소년관람불가
335,4,20137026,더리프,,,,,,,,
336,2,20137026,그레이브인카운터,,,,,,,,
337,1,20166469,렘넌트:생존자들,렘넌트: 생존자들,93,2013,20161215,장편,미국,액션,15세이상관람가
338,0,20166469,쏘우3(2006),,,,,,,,
339,1,20179442,밤의해변에서혼자,밤의 해변에서 혼자,100,2016,20170323,장편,한국,드라마,청소년관람불가
341,1,20190741,김복동,김복동,101,2019,20190808,장편,한국,다큐멘터리,12세이상관람가
342,44,20190741,데블,,,,,,,,
343,1,20100657,우리이웃의범죄,우리 이웃의 범죄,98,2010,20110407,장편,한국,드라마,15세이상관람가
344,4,20100657,용의자X,,,,,,,,
345,4,20100657,담쟁이,,,,,,,,
346,1,20171456,코만도:라스트액션히어로,코만도: 라스트 액션 히어로,95,2017,20170824,장편,미국,액션,15세이상관람가
347,0,20171456,더홀(2013),,,,,,,,
348,1,20169343,너클본,너클본,84,2016,,장편,미국,공포(호러),
349,3,20169343,댄싱퀸,,,,,,,,
350,1,20142069,스톰둠스데이,스톰 둠스데이,87,2013,20141001,장편,미국,액션,12세이상관람가
351,1,20010048,7인의새벽,7인의 새벽,98,2001,20010203,장편,한국,액션,18세관람가
352,5,20010048,나의딸,,,,,,,,
353,0,20010048,검객[별도편성][예고편],,,,,,,,
354,1,20180741,익스큐터:더파이널,익스큐터: 더 파이널,93,2017,20180131,장편,미국,액션,15세이상관람가
