iter	Logloss
281	0.5827608199
282	0.5826740483
283	0.5826469747
284	0.582613264
285	0.5825674434
286	0.582482095
287	0.5824625889
288	0.5823374952
289	0.5822825344
290	0.5821812782
291	0.5821230691
292	0.5820344721
293	0.5819150449
294	0.5818019728
295	0.5817520459
296	0.5816871457
297	0.5816664253
298	0.5816290623
299	0.5814888112
300	0.5814118164
301	0.5812763288
302	0.5812261304
303	0.5811500232
304	0.5810299078
305	0.5809339876
306	0.5808876617
307	0.5808425577
308	0.5807842184
309	0.580728355
310	0.5806654894
311	0.5806079757
312	0.580519263
313	0.5804304898
314	0.5803748369
315	0.5803606362
316	0.5803174158
317	0.5802189772
318	0.5801408484
319	0.5801141887
320	0.5800437806
321	0.5799968104
322	0.5799616716
323	0.5798899987
324	0.579808671
325	0.5797737149
326	0.5796437284
327	0.5796355236
328	0.5795825293
329	0.5795032201
330	0.5794622343
331	0.5793588164
332	0.5793065536
333	0.5792546083
334	0.5791644365
335	0.5791512208
336	0.5790527647
337	0.5789578684
338	0.5788547449
339	0.5788524851
340	0.578823011
341	0.5787693443
342	0.5786769683
343	0.5785991458
344	0.5784953875
345	0.5784252925
346	0.5783680058
347	0.5782903706
348	0.5781963294
349	0.5781313719
350	0.5780962216
351	0.5780728904
352	0.5779703891
353	0.5778503573
354	0.577772226
355	0.5777311108
356	0.5776404498
357	0.5775734281
358	0.5775175526
359	0.5774517668
360	0.5773887058
361	0.5773339976
362	0.5772979834
363	0.5772857694
364	0.5772259201
365	0.5771234098
366	0.5770481028
367	0.5769225727
368	0.5768346123
369	0.5767796076
370	0.5766873756
371	0.5766347342
372	0.5766231121
373	0.5765587561
374	0.5765299345
375	0.5764562535
376	0.5763460658
377	0.5762791819
378	0.5762104529
379	0.5761573345
380	0.5760408128
381	0.576004492
382	0.5759592607
383	0.5758536147
384	0.5757860531
385	0.5757732783
386	0.5757400532
387	0.5756848663
388	0.5755935097
389	0.5755271268
390	0.5754440617
391	0.5753646838
392	0.5753205919
393	0.5752682707
394	0.5752227977
395	0.5750994937
396	0.575054095
397	0.574979873
398	0.574940179
399	0.5749340337
400	0.5749218242
401	0.5748446863
402	0.5748036325
403	0.5747191605
404	0.5746683726
405	0.574575653
406	0.5745013693
407	0.5744015662
408	0.5742871566
409	0.5742700823
410	0.574231327
411	0.5741431855
412	0.5740225899
413	0.5739145144
414	0.5738901538
415	0.5738381294
416	0.5737730521
417	0.5736771537
418	0.5736666568
419	0.5736637892
420	0.573569228
421	0.5734989724
422	0.5734265873
423	0.573316134
424	0.5732553158
425	0.5732058388
426	0.5731233339
427	0.5730427023
428	0.5730223218
429	0.5730022587
430	0.572934265
431	0.5729065966
432	0.5728981756
433	0.5728166742
434	0.5726911021
435	0.5726602276
436	0.572655346
437	0.5726034881
438	0.5725408012
439	0.5724700532
440	0.5724363064
441	0.5723663927
442	0.5722558116
443	0.5722019407
444	0.5721489573
445	0.572064434
446	0.5720518641
447	0.5719736076
448	0.5719485781
449	0.5719014291
450	0.5718668217
451	0.5717940262
452	0.5717274106
453	0.5716589687
454	0.5715714673
455	0.5715483771
456	0.5714876795
457	0.5714384334
458	0.5713863188
459	0.5713121466
460	0.5712654078
461	0.5712365639
462	0.5711737993
463	0.5711439067
464	0.5710927173
465	0.5710456421
466	0.5710288342
467	0.5709665609
468	0.5708841456
469	0.5708328939
470	0.5707617004
471	0.5706795919
472	0.570673086
473	0.5706348656
474	0.570562681
475	0.5704861507
476	0.5704008445
477	0.5703210017
478	0.5702819626
479	0.5702788369
480	0.5702403138
481	0.5701470371
482	0.5700952449
483	0.5700835957
484	0.5700049411
485	0.5699170577
486	0.5699049526
487	0.5699014709
488	0.5698324114
489	0.5697698097
490	0.5697574656
491	0.5696773409
492	0.5696361971
493	0.5695382545
494	0.5694570828
495	0.5694532454
496	0.5694152708
497	0.5693268101
498	0.5692235627
499	0.5692024019
500	0.5691288158
501	0.5690607007
502	0.5689643938
503	0.5689216266
504	0.5688696409
505	0.5688551914
506	0.5688210882
507	0.5687438915
508	0.568664844
509	0.5686098194
510	0.5684932486
511	0.5684845194
512	0.5684477489
513	0.5683738649
514	0.5682867594
515	0.5682071676
516	0.568163966
517	0.5680962735
518	0.5680458113
519	0.567999709
520	0.5679538366
521	0.5679526808
522	0.5678821504
523	0.5678198537
524	0.5678021203
525	0.5677624444
526	0.5677387347
527	0.5677371419
528	0.5676910508
529	0.5676662318
530	0.5675841899
531	0.5675239893
532	0.5674462794
533	0.5674076968
534	0.5673640446
535	0.5672764298
536	0.5672452674
537	0.5672352916
538	0.5671318876
539	0.5671053666
540	0.5670252653
541	0.5670177076
542	0.5669752698
543	0.5669335515
544	0.5668472801
545	0.566771414
546	0.5667672651
547	0.5666683022
548	0.5666033212
549	0.5665296395
550	0.5664613302
551	0.5663768897
552	0.5663394162
553	0.56627062
554	0.566198031
555	0.5661059889
556	0.5660713376
557	0.5660709335
558	0.5660047711
559	0.5659942459
560	0.5659765307
561	0.5659738516
562	0.5659332064
563	0.565861204
564	0.565822609
565	0.5657641166
566	0.5657051367
567	0.5657018608
568	0.5656945262
569	0.5656938075
570	0.5656702657
571	0.5656653651
572	0.5656287184
573	0.5655955411
574	0.5655923658
575	0.5655063456
576	0.5654182967
577	0.5653788129
578	0.5653094522
579	0.5652315601
580	0.5651943272
581	0.5651603355
582	0.5650603222
583	0.5650495118
584	0.5650441527
585	0.5649995026
586	0.5649494203
587	0.5648963367
588	0.564842381
589	0.564801908
590	0.564754775
591	0.5647041658
592	0.5646770818
593	0.5646728758
594	0.5646059892
595	0.5645614239
596	0.5645071571
597	0.5645069527
598	0.5644309246
599	0.56439758
600	0.5643055589
601	0.5642612584
602	0.5641684397
603	0.5641304635
604	0.5641252054
605	0.5640731702
606	0.5640116484
607	0.5639800883
608	0.5639397241
609	0.563871741
610	0.5637989131
611	0.5637483709
612	0.5637438859
613	0.5636671071
614	0.5636505996
615	0.5636438978
616	0.5635512602
617	0.5635215698
618	0.5634430819
619	0.5634001457
620	0.563343533
621	0.5633427835
622	0.5632851992
623	0.5632198563
624	0.5632139584
625	0.5631540021
626	0.5630664631
627	0.5630187729
628	0.5629373472
629	0.5629336851
630	0.562869718
631	0.5628000524
632	0.5627429288
633	0.5626829105
634	0.5626516217
635	0.5626229173
636	0.5625151722
637	0.5625132836
638	0.56248846
639	0.5624444773
640	0.5624185631
641	0.5623892313
642	0.5623559224
643	0.5623537792
644	0.5623263323
645	0.5622546309
646	0.562207174
647	0.5621821543
648	0.5621419747
649	0.5621020401
650	0.5620314618
651	0.5620138884
652	0.5619267315
653	0.5618448659
654	0.5618016181
655	0.5617149375
656	0.5616901449
657	0.5616814864
658	0.5615998393
659	0.5615316743
660	0.5615033562
661	0.561418308
662	0.5613498187
663	0.5613096692
664	0.5612928984
665	0.561268764
666	0.5612295692
667	0.5612017274
668	0.5611041575
669	0.5610626182
670	0.5609916107
671	0.5609107676
672	0.5607932208
673	0.5607453601
674	0.5607013103
675	0.5606489778
676	0.5606132517
677	0.5605643749
678	0.5605091951
679	0.5604584026
680	0.5604121253
681	0.5603788953
682	0.5603786412
683	0.5603389901
684	0.56030327
685	0.5602869653
686	0.5602541223
687	0.5602141439
688	0.5601227331
689	0.5600698046
690	0.5600517746
691	0.5599886584
692	0.5599854873
693	0.5599112859
694	0.5598517747
695	0.5598210343
696	0.55978662
697	0.5597444822
698	0.5597077639
699	0.5596518914
700	0.5596177882
701	0.5596141098
702	0.5596005412
703	0.5595305467
704	0.5595084363
705	0.5594355503
706	0.5594271998
707	0.5594060041
708	0.5594055008
709	0.5593328624
710	0.5592529688
711	0.5592080595
712	0.5592038934
713	0.5592035504
714	0.559149527
715	0.5591305317
716	0.5590517855
717	0.5589959204
718	0.5589558201
719	0.5589504488
720	0.5589162722
721	0.5589005085
722	0.5588968325
723	0.5588639559
724	0.5588085576
725	0.5587538406
726	0.5587411995
727	0.5586947036
728	0.5586533102
729	0.55857015
730	0.5585507971
731	0.5584946647
732	0.5584516682
733	0.5584157706
734	0.558351978
735	0.5582965597
736	0.5582567459
737	0.5582136446
738	0.5581936186
739	0.5581776483
740	0.5581093732
741	0.5580527749
742	0.5580376406
743	0.5580375994
744	0.5579874222
745	0.5579864406
746	0.5579543696
747	0.5579269464
748	0.557858629
749	0.5578245641
750	0.5578186909
751	0.5578085546
752	0.5578027692
753	0.5577509972
754	0.5577040088
755	0.5576602052
756	0.5576457367
757	0.557602833
758	0.5575466802
759	0.5575432359
760	0.5574991815
761	0.5574581299
762	0.5574005749
763	0.5573452033
764	0.5573052136
765	0.5572170271
766	0.5571911851
767	0.5570971648
768	0.55708909
769	0.5569987148
770	0.5569977737
771	0.5569943242
772	0.5569904141
773	0.5569800944
774	0.5569497505
775	0.5569413494
776	0.5569134535
777	0.5568168619
778	0.5567898897
779	0.5567679454
780	0.5567492376
781	0.5567025665
782	0.5566792087
783	0.5566346712
784	0.5565966969
785	0.55657541
786	0.5565196014
787	0.5564661955
788	0.5564131967
789	0.556352367
790	0.5562734746
791	0.5562352065
792	0.5561807203
793	0.5561306691
794	0.5561203908
795	0.5560480726
796	0.5560169252
797	0.5559851399
798	0.5559491675
799	0.5559215897
800	0.5559103985
801	0.5558901032
802	0.5558329533
803	0.5558325084
804	0.5557810088
805	0.5557379532
806	0.5556572256
807	0.5556157762
808	0.5556147945
809	0.5555605004
810	0.5555242592
811	0.5555234268
812	0.5555073366
813	0.5554291094
814	0.5554271985
815	0.5554146754
816	0.5553639529
817	0.5553604561
818	0.5553091279
819	0.5553030938
820	0.5552717065
821	0.5552342293
822	0.5551825198
823	0.5551462986
824	0.5550935455
825	0.555085232
826	0.5550599273
827	0.5550560648
828	0.5550307047
829	0.554997797
830	0.5549565772
831	0.5549291986
832	0.5549221753
833	0.5549204131
834	0.5548724145
835	0.5548289588
836	0.5547637115
837	0.5547621524
838	0.5547271794
839	0.5546763853
840	0.5545989814
841	0.554578498
842	0.5545420679
843	0.5545051356
844	0.5544492541
845	0.5543722465
846	0.5543171679
847	0.5543143428
848	0.5542609838
849	0.5542605675
850	0.554236957
851	0.5541401553
852	0.5541092404
853	0.5540965616
854	0.5540930679
855	0.5540596723
856	0.5539974289
857	0.5539499701
858	0.553889949
859	0.553791141
860	0.553761663
861	0.5537098815
862	0.5536490014
863	0.5536380686
864	0.5536205348
865	0.553607875
866	0.5535825838
867	0.5535638142
868	0.5535396695
869	0.5534719361
870	0.5534071773
871	0.5533904333
872	0.553318831
873	0.5532702059
874	0.5532520056
875	0.5532057967
876	0.5531953163
877	0.5531221635
878	0.5531197565
879	0.5531106578
880	0.5530691679
881	0.5530636228
882	0.5530285834
883	0.5530205716
884	0.5529884758
885	0.5529144149
886	0.5529086982
887	0.552882239
888	0.5528354343
889	0.5527831846
890	0.5527822888
891	0.5527325022
892	0.5527034453
893	0.5526832001
894	0.552600092
895	0.5525880244
896	0.552578161
897	0.5525105239
898	0.5524932553
899	0.5524357004
900	0.5523995639
901	0.5523687324
902	0.5523029867
903	0.5522388826
904	0.5522169395
905	0.552147153
906	0.5521351136
907	0.5521079977
908	0.5520941056
909	0.5520340689
910	0.5519643384
911	0.5519135946
912	0.551870057
913	0.5517787673
914	0.5517591524
915	0.5517260423
916	0.5517028933
917	0.551644286
918	0.5516317319
919	0.5516116145
920	0.5515515967
921	0.5515450877
922	0.5515300965
923	0.5514525807
924	0.5513898673
925	0.551376317
926	0.5513384554
927	0.5512492822
928	0.551229151
929	0.5511560456
930	0.5511435629
931	0.5510827466
932	0.5510809507
933	0.5510582599
934	0.5510259903
935	0.5509630721
936	0.5508996905
937	0.5508455097
938	0.5508192463
939	0.5507612276
940	0.5507363883
941	0.5506987955
942	0.5506472025
943	0.5505513503
944	0.550499577
945	0.5504605793
946	0.5504226566
947	0.5503951262
948	0.5503576841
949	0.5503296404
950	0.5503191025
951	0.5502714121
952	0.5502108211
953	0.5501147672
954	0.550075173
955	0.5500419811
956	0.5499673299
957	0.549950699
958	0.5499293229
959	0.5498688911
960	0.5498550019
961	0.5498189927
962	0.5497333673
963	0.5496548472
964	0.5496117937
965	0.5495715214
966	0.5495378665
967	0.5494850346
968	0.5494470478
969	0.5494026553
970	0.5493390501
971	0.5493333084
972	0.5492792203
973	0.5492219297
974	0.5491784669
975	0.5490956116
976	0.5490851257
977	0.5490585852
978	0.5490008048
979	0.5489909704
980	0.548948409
981	0.5489092986
982	0.5489026337
983	0.5488615967
984	0.5488190856
985	0.5487920313
986	0.548753897
987	0.548731874
988	0.5487048752
989	0.5486239942
990	0.5485670107
991	0.5485506939
992	0.5485324079
993	0.548492757
994	0.5484515502
995	0.5484482997
996	0.5484277277
997	0.5483659443
998	0.5483357094
999	0.5482582639
